,Game,Date,Avg_Players
2557,Hearts of Iron IV,2020-02-01,20048.47
2558,Hearts of Iron IV,2020-01-01,17678.24
2559,Hearts of Iron IV,2019-12-01,16214.75
2560,Hearts of Iron IV,2019-11-01,15577.42
2561,Hearts of Iron IV,2019-10-01,15064.78
2562,Hearts of Iron IV,2019-09-01,14913.57
2563,Hearts of Iron IV,2019-08-01,15760.69
2564,Hearts of Iron IV,2019-07-01,15960.39
2565,Hearts of Iron IV,2019-06-01,16163.36
2566,Hearts of Iron IV,2019-05-01,13086.33
2567,Hearts of Iron IV,2019-04-01,14365.43
2568,Hearts of Iron IV,2019-03-01,20149.73
2569,Hearts of Iron IV,2019-02-01,15979.09
2570,Hearts of Iron IV,2019-01-01,15097.19
2571,Hearts of Iron IV,2018-12-01,13635.03
2572,Hearts of Iron IV,2018-11-01,12921.36
2573,Hearts of Iron IV,2018-10-01,12595.39
2574,Hearts of Iron IV,2018-09-01,13622.41
2575,Hearts of Iron IV,2018-08-01,13706.55
2576,Hearts of Iron IV,2018-07-01,15049.20
2577,Hearts of Iron IV,2018-06-01,13846.19
2578,Hearts of Iron IV,2018-05-01,13093.22
2579,Hearts of Iron IV,2018-04-01,13773.69
2580,Hearts of Iron IV,2018-03-01,15974.93
2581,Hearts of Iron IV,2018-02-01,11483.41
2582,Hearts of Iron IV,2018-01-01,11670.30
2583,Hearts of Iron IV,2017-12-01,11175.55
2584,Hearts of Iron IV,2017-11-01,10470.87
2585,Hearts of Iron IV,2017-10-01,9714.72
2586,Hearts of Iron IV,2017-09-01,9550.20
2587,Hearts of Iron IV,2017-08-01,9326.35
2588,Hearts of Iron IV,2017-07-01,10010.83
2589,Hearts of Iron IV,2017-06-01,10177.30
2590,Hearts of Iron IV,2017-05-01,7981.87
2591,Hearts of Iron IV,2017-04-01,8189.48
2592,Hearts of Iron IV,2017-03-01,7174.90
2593,Hearts of Iron IV,2017-02-01,6822.54
2594,Hearts of Iron IV,2017-01-01,7617.67
2595,Hearts of Iron IV,2016-12-01,6674.69
2596,Hearts of Iron IV,2016-11-01,4981.17
2597,Hearts of Iron IV,2016-10-01,5330.58
2598,Hearts of Iron IV,2016-09-01,5860.07
2599,Hearts of Iron IV,2016-08-01,6268.49
2600,Hearts of Iron IV,2016-07-01,8959.48
2601,Hearts of Iron IV,2016-06-01,12326.07
2602,Hearts of Iron IV,2016-05-01,4.46
2603,Hearts of Iron IV,2016-04-01,2.35
2604,HELLDIVERS™ 2,2026-04-01,35678.25
2605,HELLDIVERS™ 2,2026-03-01,47917.25
2606,HELLDIVERS™ 2,2026-02-01,76473.83
2607,HELLDIVERS™ 2,2026-01-01,33874.63
2608,HELLDIVERS™ 2,2025-12-01,34475.01
2609,HELLDIVERS™ 2,2025-11-01,22073.53
2610,HELLDIVERS™ 2,2025-10-01,29525.67
2611,HELLDIVERS™ 2,2025-09-01,68412.30
2612,HELLDIVERS™ 2,2025-08-01,40433.48
2613,HELLDIVERS™ 2,2025-07-01,37951.75
2614,HELLDIVERS™ 2,2025-06-01,53136.43
2615,HELLDIVERS™ 2,2025-05-01,60291.32
2616,HELLDIVERS™ 2,2025-04-01,27965.66
2617,HELLDIVERS™ 2,2025-03-01,38521.25
2618,HELLDIVERS™ 2,2025-02-01,53276.32
2619,HELLDIVERS™ 2,2025-01-01,46838.92
2620,HELLDIVERS™ 2,2024-12-01,56734.54
2621,HELLDIVERS™ 2,2024-11-01,29650.66
2622,HELLDIVERS™ 2,2024-10-01,30407.27
2623,HELLDIVERS™ 2,2024-09-01,25885.31
2624,HELLDIVERS™ 2,2024-08-01,24574.10
2625,HELLDIVERS™ 2,2024-07-01,23928.28
2626,HELLDIVERS™ 2,2024-06-01,41638.31
2627,HELLDIVERS™ 2,2024-05-01,65221.40
2628,HELLDIVERS™ 2,2024-04-01,142853.62
2629,HELLDIVERS™ 2,2024-03-01,217045.57
2630,HELLDIVERS™ 2,2024-02-01,274304.38
2631,ELDEN RING,2026-04-01,30199.07
2632,ELDEN RING,2026-03-01,27300.24
2633,ELDEN RING,2026-02-01,28365.08
2634,ELDEN RING,2026-01-01,35660.76
2635,ELDEN RING,2025-12-01,27400.47
2636,ELDEN RING,2025-11-01,21927.02
2637,ELDEN RING,2025-10-01,19687.39
2638,ELDEN RING,2025-09-01,21685.38
2639,ELDEN RING,2025-08-01,30037.68
2640,ELDEN RING,2025-07-01,37735.80
2641,ELDEN RING,2025-06-01,35448.00
2642,ELDEN RING,2025-05-01,33344.75
2643,ELDEN RING,2025-04-01,35063.01
2644,ELDEN RING,2025-03-01,40065.85
2645,ELDEN RING,2025-02-01,42583.10
2646,ELDEN RING,2025-01-01,49013.49
2647,ELDEN RING,2024-12-01,36631.95
2648,ELDEN RING,2024-11-01,27544.73
2649,ELDEN RING,2024-10-01,32692.51
2650,ELDEN RING,2024-09-01,43414.05
2651,ELDEN RING,2024-08-01,80731.49
2652,ELDEN RING,2024-07-01,209287.73
2653,ELDEN RING,2024-06-01,219194.74
2654,ELDEN RING,2024-05-01,44657.44
2655,ELDEN RING,2024-04-01,41731.46
2656,ELDEN RING,2024-03-01,62147.08
2657,ELDEN RING,2024-02-01,48618.88
2658,ELDEN RING,2024-01-01,54179.83
2659,ELDEN RING,2023-12-01,33432.32
2660,ELDEN RING,2023-11-01,26967.01
2661,ELDEN RING,2023-10-01,32574.61
2662,ELDEN RING,2023-09-01,21544.89
2663,ELDEN RING,2023-08-01,27705.60
2664,ELDEN RING,2023-07-01,35293.65
2665,ELDEN RING,2023-06-01,20992.34
2666,ELDEN RING,2023-05-01,25426.56
2667,ELDEN RING,2023-04-01,33295.98
2668,ELDEN RING,2023-03-01,43807.61
2669,ELDEN RING,2023-02-01,50443.25
2670,ELDEN RING,2023-01-01,67885.47
2671,ELDEN RING,2022-12-01,40312.34
2672,ELDEN RING,2022-11-01,23942.12
2673,ELDEN RING,2022-10-01,24608.97
2674,ELDEN RING,2022-09-01,27756.87
2675,ELDEN RING,2022-08-01,31075.95
2676,ELDEN RING,2022-07-01,35632.79
2677,ELDEN RING,2022-06-01,50150.34
2678,ELDEN RING,2022-05-01,90047.14
2679,ELDEN RING,2022-04-01,211468.89
2680,ELDEN RING,2022-03-01,522066.37
2681,Call of Duty®,2026-04-01,30260.34
2682,Call of Duty®,2026-03-01,31557.09
2683,Call of Duty®,2026-02-01,35595.31
2684,Call of Duty®,2026-01-01,35168.15
2685,Call of Duty®,2025-12-01,44253.89
2686,Call of Duty®,2025-11-01,44318.43
2687,Call of Duty®,2025-10-01,40811.60
2688,Call of Duty®,2025-09-01,35886.86
2689,Call of Duty®,2025-08-01,42585.72
2690,Call of Duty®,2025-07-01,51163.93
2691,Call of Duty®,2025-06-01,55035.65
2692,Call of Duty®,2025-05-01,59989.06
2693,Call of Duty®,2025-04-01,69431.38
2694,Call of Duty®,2025-03-01,44613.25
2695,Call of Duty®,2025-02-01,54575.28
2696,Call of Duty®,2025-01-01,61340.37
2697,Call of Duty®,2024-12-01,93505.58
2698,Call of Duty®,2024-11-01,165668.43
2699,Call of Duty®,2024-10-01,84236.44
2700,Call of Duty®,2024-09-01,68244.55
2701,Call of Duty®,2024-08-01,65541.64
2702,Call of Duty®,2024-07-01,67184.69
2703,Call of Duty®,2024-06-01,75656.18
2704,Call of Duty®,2024-05-01,74179.74
2705,Call of Duty®,2024-04-01,87096.72
2706,Call of Duty®,2024-03-01,74850.59
2707,Call of Duty®,2024-02-01,83220.44
2708,Call of Duty®,2024-01-01,89143.73
2709,Call of Duty®,2023-12-01,103126.01
2710,Call of Duty®,2023-11-01,95463.45
2711,Call of Duty®,2023-10-01,68396.52
2712,Call of Duty®,2023-09-01,55145.57
2713,Call of Duty®,2023-08-01,64866.31
2714,Call of Duty®,2023-07-01,60629.36
2715,Call of Duty®,2023-06-01,65050.03
2716,Call of Duty®,2023-05-01,63995.19
2717,Call of Duty®,2023-04-01,81332.08
2718,Call of Duty®,2023-03-01,86525.75
2719,Call of Duty®,2023-02-01,96141.04
2720,Call of Duty®,2023-01-01,102946.08
2721,Call of Duty®,2022-12-01,178353.32
2722,Call of Duty®,2022-11-01,223897.61
2723,Call of Duty®,2022-10-01,103689.35
2724,Red Dead Redemption 2,2026-04-01,30362.25
2725,Red Dead Redemption 2,2026-03-01,27973.63
2726,Red Dead Redemption 2,2026-02-01,35145.71
2727,Red Dead Redemption 2,2026-01-01,39652.30
2728,Red Dead Redemption 2,2025-12-01,36566.32
2729,Red Dead Redemption 2,2025-11-01,35402.17
2730,Red Dead Redemption 2,2025-10-01,32641.83
2731,Red Dead Redemption 2,2025-09-01,28593.74
2732,Red Dead Redemption 2,2025-08-01,30677.41
2733,Red Dead Redemption 2,2025-07-01,38297.32
2734,Red Dead Redemption 2,2025-06-01,32365.12
2735,Red Dead Redemption 2,2025-05-01,32330.11
2736,Red Dead Redemption 2,2025-04-01,34992.68
2737,Red Dead Redemption 2,2025-03-01,33844.02
2738,Red Dead Redemption 2,2025-02-01,48805.74
2739,Red Dead Redemption 2,2025-01-01,39036.15
2740,Red Dead Redemption 2,2024-12-01,34007.24
2741,Red Dead Redemption 2,2024-11-01,25328.80
2742,Red Dead Redemption 2,2024-10-01,22053.12
2743,Red Dead Redemption 2,2024-09-01,24523.80
2744,Red Dead Redemption 2,2024-08-01,25609.72
2745,Red Dead Redemption 2,2024-07-01,30713.57
2746,Red Dead Redemption 2,2024-06-01,25736.91
2747,Red Dead Redemption 2,2024-05-01,22850.64
2748,Red Dead Redemption 2,2024-04-01,27909.24
2749,Red Dead Redemption 2,2024-03-01,29819.99
2750,Red Dead Redemption 2,2024-02-01,34451.51
2751,Red Dead Redemption 2,2024-01-01,39352.55
2752,Red Dead Redemption 2,2023-12-01,43421.45
2753,Red Dead Redemption 2,2023-11-01,32552.64
2754,Red Dead Redemption 2,2023-10-01,25090.98
2755,Red Dead Redemption 2,2023-09-01,29042.68
2756,Red Dead Redemption 2,2023-08-01,28249.07
2757,Red Dead Redemption 2,2023-07-01,32490.08
2758,Red Dead Redemption 2,2023-06-01,25024.73
2759,Red Dead Redemption 2,2023-05-01,22866.34
2760,Red Dead Redemption 2,2023-04-01,26896.33
2761,Red Dead Redemption 2,2023-03-01,27296.91
2762,Red Dead Redemption 2,2023-02-01,31864.21
2763,Red Dead Redemption 2,2023-01-01,42408.62
2764,Red Dead Redemption 2,2022-12-01,39071.78
2765,Red Dead Redemption 2,2022-11-01,22536.11
2766,Red Dead Redemption 2,2022-10-01,16907.34
2767,Red Dead Redemption 2,2022-09-01,17620.36
2768,Red Dead Redemption 2,2022-08-01,18284.85
2769,Red Dead Redemption 2,2022-07-01,21028.39
2770,Red Dead Redemption 2,2022-06-01,16088.89
2771,Red Dead Redemption 2,2022-05-01,17533.08
2772,Red Dead Redemption 2,2022-04-01,17650.04
2773,Red Dead Redemption 2,2022-03-01,17737.15
2774,Red Dead Redemption 2,2022-02-01,20446.45
2775,Red Dead Redemption 2,2022-01-01,26131.08
2776,Red Dead Redemption 2,2021-12-01,22686.23
2777,Red Dead Redemption 2,2021-11-01,16116.48
2778,Red Dead Redemption 2,2021-10-01,12560.39
2779,Red Dead Redemption 2,2021-09-01,14932.94
2780,Red Dead Redemption 2,2021-08-01,15925.78
2781,Red Dead Redemption 2,2021-07-01,17004.41
2782,Red Dead Redemption 2,2021-06-01,12047.46
2783,Red Dead Redemption 2,2021-05-01,12319.38
2784,Red Dead Redemption 2,2021-04-01,12409.31
2785,Red Dead Redemption 2,2021-03-01,13544.06
2786,Red Dead Redemption 2,2021-02-01,16650.69
2787,Red Dead Redemption 2,2021-01-01,19504.35
2788,Red Dead Redemption 2,2020-12-01,17280.00
2789,Red Dead Redemption 2,2020-11-01,14466.65
2790,Red Dead Redemption 2,2020-10-01,16089.38
2791,Red Dead Redemption 2,2020-09-01,11339.33
2792,Red Dead Redemption 2,2020-08-01,15188.44
2793,Red Dead Redemption 2,2020-07-01,13939.85
2794,Red Dead Redemption 2,2020-06-01,11655.11
2795,Red Dead Redemption 2,2020-05-01,15224.48
2796,Red Dead Redemption 2,2020-04-01,14488.30
2797,Red Dead Redemption 2,2020-03-01,16486.73
2798,Red Dead Redemption 2,2020-02-01,24265.98
2799,Red Dead Redemption 2,2020-01-01,25117.06
2800,Red Dead Redemption 2,2019-12-01,28626.27
2801,Sid Meier's Civilization® VII,2026-04-01,5686.97
2802,Sid Meier's Civilization® VII,2026-03-01,6226.42
2803,Sid Meier's Civilization® VII,2026-02-01,7297.65
2804,Sid Meier's Civilization® VII,2026-01-01,7181.98
2805,Sid Meier's Civilization® VII,2025-12-01,7282.67
2806,Sid Meier's Civilization® VII,2025-11-01,7759.39
2807,Sid Meier's Civilization® VII,2025-10-01,6608.63
2808,Sid Meier's Civilization® VII,2025-09-01,5715.14
2809,Sid Meier's Civilization® VII,2025-08-01,6933.61
2810,Sid Meier's Civilization® VII,2025-07-01,6966.30
2811,Sid Meier's Civilization® VII,2025-06-01,6872.47
2812,Sid Meier's Civilization® VII,2025-05-01,7921.53
2813,Sid Meier's Civilization® VII,2025-04-01,10421.59
2814,Sid Meier's Civilization® VII,2025-03-01,18873.10
2815,Sid Meier's Civilization® VII,2025-02-01,40990.93
2816,Street Fighter™ 6,2026-04-01,16799.86
2817,Street Fighter™ 6,2026-03-01,19091.54
2818,Street Fighter™ 6,2026-02-01,17151.22
2819,Street Fighter™ 6,2026-01-01,16906.58
2820,Street Fighter™ 6,2025-12-01,16591.17
2821,Street Fighter™ 6,2025-11-01,16339.85
2822,Street Fighter™ 6,2025-10-01,17947.06
2823,Street Fighter™ 6,2025-09-01,16809.53
2824,Street Fighter™ 6,2025-08-01,18675.09
2825,Street Fighter™ 6,2025-07-01,14482.81
2826,Street Fighter™ 6,2025-06-01,17435.82
2827,Street Fighter™ 6,2025-05-01,15554.66
2828,Street Fighter™ 6,2025-04-01,15785.72
2829,Street Fighter™ 6,2025-03-01,14514.15
2830,Street Fighter™ 6,2025-02-01,17570.54
2831,Street Fighter™ 6,2025-01-01,13217.95
2832,Street Fighter™ 6,2024-12-01,13910.67
2833,Street Fighter™ 6,2024-11-01,13832.69
2834,Street Fighter™ 6,2024-10-01,14422.30
2835,Street Fighter™ 6,2024-09-01,15148.49
2836,Street Fighter™ 6,2024-08-01,13879.61
2837,Street Fighter™ 6,2024-07-01,16399.59
2838,Street Fighter™ 6,2024-06-01,20897.60
2839,Street Fighter™ 6,2024-05-01,16781.11
2840,Street Fighter™ 6,2024-04-01,11536.15
2841,Street Fighter™ 6,2024-03-01,13604.03
2842,Street Fighter™ 6,2024-02-01,11830.25
2843,Street Fighter™ 6,2024-01-01,11591.56
2844,Street Fighter™ 6,2023-12-01,12626.24
2845,Street Fighter™ 6,2023-11-01,11133.96
2846,Street Fighter™ 6,2023-10-01,11434.63
2847,Street Fighter™ 6,2023-09-01,13189.57
2848,Street Fighter™ 6,2023-08-01,14308.57
2849,Street Fighter™ 6,2023-07-01,21478.51
2850,Street Fighter™ 6,2023-06-01,34149.27
2851,Cyberpunk 2077,2026-04-01,27490.97
2852,Cyberpunk 2077,2026-03-01,26846.06
2853,Cyberpunk 2077,2026-02-01,28195.89
2854,Cyberpunk 2077,2026-01-01,37310.08
2855,Cyberpunk 2077,2025-12-01,38704.31
2856,Cyberpunk 2077,2025-11-01,26020.70
2857,Cyberpunk 2077,2025-10-01,31692.28
2858,Cyberpunk 2077,2025-09-01,32970.21
2859,Cyberpunk 2077,2025-08-01,47414.08
2860,Cyberpunk 2077,2025-07-01,42497.63
2861,Cyberpunk 2077,2025-06-01,27840.70
2862,Cyberpunk 2077,2025-05-01,26858.16
2863,Cyberpunk 2077,2025-04-01,24943.40
2864,Cyberpunk 2077,2025-03-01,29383.03
2865,Cyberpunk 2077,2025-02-01,32860.34
2866,Cyberpunk 2077,2025-01-01,43016.58
2867,Cyberpunk 2077,2024-12-01,42891.48
2868,Cyberpunk 2077,2024-11-01,28574.69
2869,Cyberpunk 2077,2024-10-01,26655.95
2870,Cyberpunk 2077,2024-09-01,25832.76
2871,Cyberpunk 2077,2024-08-01,24479.69
2872,Cyberpunk 2077,2024-07-01,24961.69
2873,Cyberpunk 2077,2024-06-01,21812.70
2874,Cyberpunk 2077,2024-05-01,22409.11
2875,Cyberpunk 2077,2024-04-01,25688.06
2876,Cyberpunk 2077,2024-03-01,25764.30
2877,Cyberpunk 2077,2024-02-01,29303.43
2878,Cyberpunk 2077,2024-01-01,38653.51
2879,Cyberpunk 2077,2023-12-01,48632.66
2880,Cyberpunk 2077,2023-11-01,40241.12
2881,Cyberpunk 2077,2023-10-01,94909.27
2882,Cyberpunk 2077,2023-09-01,57259.74
2883,Cyberpunk 2077,2023-08-01,16461.41
2884,Cyberpunk 2077,2023-07-01,18886.12
2885,Cyberpunk 2077,2023-06-01,14736.68
2886,Cyberpunk 2077,2023-05-01,11877.68
2887,Cyberpunk 2077,2023-04-01,16091.94
2888,Cyberpunk 2077,2023-03-01,13336.98
2889,Cyberpunk 2077,2023-02-01,15201.83
2890,Cyberpunk 2077,2023-01-01,26879.91
2891,Cyberpunk 2077,2022-12-01,28087.94
2892,Cyberpunk 2077,2022-11-01,31206.98
2893,Cyberpunk 2077,2022-10-01,53194.59
2894,Cyberpunk 2077,2022-09-01,43297.11
2895,Cyberpunk 2077,2022-08-01,10411.26
2896,Cyberpunk 2077,2022-07-01,11597.00
2897,Cyberpunk 2077,2022-06-01,9989.26
2898,Cyberpunk 2077,2022-05-01,10884.86
2899,Cyberpunk 2077,2022-04-01,12442.88
2900,Cyberpunk 2077,2022-03-01,17680.72
2901,Cyberpunk 2077,2022-02-01,21975.77
2902,Cyberpunk 2077,2022-01-01,14519.69
2903,Cyberpunk 2077,2021-12-01,16773.66
2904,Cyberpunk 2077,2021-11-01,10442.22
2905,Cyberpunk 2077,2021-10-01,8003.59
2906,Cyberpunk 2077,2021-09-01,10232.70
2907,Cyberpunk 2077,2021-08-01,10432.34
2908,Cyberpunk 2077,2021-07-01,9633.97
2909,Cyberpunk 2077,2021-06-01,8864.45
2910,Cyberpunk 2077,2021-05-01,10388.37
2911,Cyberpunk 2077,2021-04-01,12994.52
2912,Cyberpunk 2077,2021-03-01,13145.84
2913,Cyberpunk 2077,2021-02-01,24704.84
2914,Cyberpunk 2077,2021-01-01,82146.66
2915,Cyberpunk 2077,2020-12-01,332395.65
2916,R.E.P.O.,2026-04-01,23493.88
2917,R.E.P.O.,2026-03-01,28309.16
2918,R.E.P.O.,2026-02-01,25930.39
2919,R.E.P.O.,2026-01-01,37775.11
2920,R.E.P.O.,2025-12-01,28087.17
2921,R.E.P.O.,2025-11-01,53070.91
2922,R.E.P.O.,2025-10-01,20075.61
2923,R.E.P.O.,2025-09-01,18483.07
2924,R.E.P.O.,2025-08-01,22137.56
2925,R.E.P.O.,2025-07-01,33249.65
2926,R.E.P.O.,2025-06-01,38247.79
2927,R.E.P.O.,2025-05-01,60364.70
2928,R.E.P.O.,2025-04-01,103812.57
2929,R.E.P.O.,2025-03-01,105384.22
2930,Terraria,2026-04-01,27433.52
2931,Terraria,2026-03-01,44843.53
2932,Terraria,2026-02-01,102250.08
2933,Terraria,2026-01-01,48683.33
2934,Terraria,2025-12-01,25806.97
2935,Terraria,2025-11-01,22254.18
2936,Terraria,2025-10-01,23013.87
2937,Terraria,2025-09-01,18785.74
2938,Terraria,2025-08-01,25977.35
2939,Terraria,2025-07-01,30417.50
2940,Terraria,2025-06-01,26254.06
2941,Terraria,2025-05-01,25858.26
2942,Terraria,2025-04-01,26045.66
2943,Terraria,2025-03-01,28333.97
2944,Terraria,2025-02-01,26793.89
2945,Terraria,2025-01-01,29151.93
2946,Terraria,2024-12-01,28796.58
2947,Terraria,2024-11-01,22429.16
2948,Terraria,2024-10-01,22679.99
2949,Terraria,2024-09-01,22638.40
2950,Terraria,2024-08-01,26699.24
2951,Terraria,2024-07-01,31317.09
2952,Terraria,2024-06-01,29746.74
2953,Terraria,2024-05-01,24490.71
2954,Terraria,2024-04-01,27616.95
2955,Terraria,2024-03-01,26284.62
2956,Terraria,2024-02-01,25216.02
2957,Terraria,2024-01-01,32926.80
2958,Terraria,2023-12-01,30291.06
2959,Terraria,2023-11-01,30233.88
2960,Terraria,2023-10-01,33173.39
2961,Terraria,2023-09-01,31760.67
2962,Terraria,2023-08-01,35810.69
2963,Terraria,2023-07-01,45504.92
2964,Terraria,2023-06-01,32016.04
2965,Terraria,2023-05-01,29882.86
2966,Terraria,2023-04-01,34804.18
2967,Terraria,2023-03-01,32412.67
2968,Terraria,2023-02-01,31995.76
2969,Terraria,2023-01-01,39418.54
2970,Terraria,2022-12-01,36542.58
2971,Terraria,2022-11-01,40035.46
2972,Terraria,2022-10-01,60798.95
2973,Terraria,2022-09-01,25440.19
2974,Terraria,2022-08-01,29415.27
2975,Terraria,2022-07-01,35823.23
2976,Terraria,2022-06-01,30834.02
2977,Terraria,2022-05-01,28125.37
2978,Terraria,2022-04-01,26656.77
2979,Terraria,2022-03-01,27627.19
2980,Terraria,2022-02-01,33403.95
2981,Terraria,2022-01-01,40140.54
2982,Terraria,2021-12-01,38408.77
2983,Terraria,2021-11-01,38330.96
2984,Terraria,2021-10-01,28707.56
2985,Terraria,2021-09-01,25234.37
2986,Terraria,2021-08-01,30195.30
2987,Terraria,2021-07-01,31090.64
2988,Terraria,2021-06-01,31688.26
2989,Terraria,2021-05-01,33019.91
2990,Terraria,2021-04-01,27998.64
2991,Terraria,2021-03-01,29778.55
2992,Terraria,2021-02-01,37535.76
2993,Terraria,2021-01-01,34045.30
2994,Terraria,2020-12-01,28858.27
2995,Terraria,2020-11-01,30765.52
2996,Terraria,2020-10-01,26825.01
2997,Terraria,2020-09-01,21643.36
2998,Terraria,2020-08-01,28647.58
2999,Terraria,2020-07-01,40828.84
3000,Terraria,2020-06-01,75803.88
3001,Terraria,2020-05-01,129808.62
3002,Terraria,2020-04-01,51315.09
3003,Terraria,2020-03-01,30993.52
3004,Terraria,2020-02-01,27811.01
3005,Terraria,2020-01-01,29514.30
3006,Terraria,2019-12-01,35587.14
3007,Terraria,2019-11-01,21010.96
3008,Terraria,2019-10-01,15149.03
3009,Terraria,2019-09-01,15974.28
3010,Terraria,2019-08-01,20441.87
3011,Terraria,2019-07-01,25908.47
3012,Terraria,2019-06-01,24024.57
3013,Terraria,2019-05-01,20160.82
3014,Terraria,2019-04-01,19760.84
3015,Terraria,2019-03-01,17475.32
3016,Terraria,2019-02-01,20350.48
3017,Terraria,2019-01-01,24649.15
3018,Terraria,2018-12-01,17776.43
3019,Terraria,2018-11-01,15635.95
3020,Terraria,2018-10-01,14899.15
3021,Terraria,2018-09-01,14684.79
3022,Terraria,2018-08-01,17935.16
3023,Terraria,2018-07-01,23079.63
3024,Terraria,2018-06-01,20082.14
3025,Terraria,2018-05-01,17942.10
3026,Terraria,2018-04-01,17991.83
3027,Terraria,2018-03-01,17883.80
3028,Terraria,2018-02-01,18467.05
3029,Terraria,2018-01-01,20687.97
3030,Terraria,2017-12-01,19586.05
3031,Terraria,2017-11-01,16630.67
3032,Terraria,2017-10-01,16272.83
3033,Terraria,2017-09-01,16289.05
3034,Terraria,2017-08-01,19588.36
3035,Terraria,2017-07-01,23413.09
3036,Terraria,2017-06-01,19604.53
3037,Terraria,2017-05-01,17108.37
3038,Terraria,2017-04-01,16998.39
3039,Terraria,2017-03-01,14951.85
3040,Terraria,2017-02-01,16403.13
3041,Terraria,2017-01-01,19425.38
3042,Terraria,2016-12-01,19315.30
3043,Terraria,2016-11-01,17145.48
3044,Terraria,2016-10-01,13364.55
3045,Terraria,2016-09-01,12760.10
3046,Terraria,2016-08-01,15089.83
3047,Terraria,2016-07-01,19813.61
3048,Terraria,2016-06-01,18808.88
3049,Terraria,2016-05-01,14718.13
3050,Terraria,2016-04-01,13951.01
3051,Terraria,2016-03-01,14525.52
3052,Terraria,2016-02-01,15533.39
3053,Terraria,2016-01-01,20924.99
3054,Terraria,2015-12-01,19534.38
3055,Terraria,2015-11-01,14108.95
3056,Terraria,2015-10-01,15566.45
3057,Terraria,2015-09-01,17667.13
3058,Terraria,2015-08-01,29183.13
3059,Terraria,2015-07-01,72132.59
3060,Terraria,2015-06-01,13180.73
3061,Terraria,2015-05-01,8557.78
3062,Terraria,2015-04-01,8055.54
3063,Terraria,2015-03-01,8187.08
3064,Terraria,2015-02-01,9485.75
3065,Terraria,2015-01-01,12344.52
3066,Terraria,2014-12-01,13612.64
3067,Terraria,2014-11-01,8608.92
3068,Terraria,2014-10-01,9051.48
3069,Terraria,2014-09-01,10025.46
3070,Terraria,2014-08-01,9491.65
3071,Terraria,2014-07-01,14022.64
3072,Terraria,2014-06-01,13704.97
3073,Terraria,2014-05-01,11115.93
3074,Terraria,2014-04-01,6438.95
3075,Terraria,2014-03-01,7213.54
3076,Terraria,2014-02-01,8396.13
3077,Terraria,2014-01-01,10849.59
3078,Terraria,2013-12-01,14111.89
3079,Terraria,2013-11-01,16431.88
3080,Terraria,2013-10-01,41057.10
3081,Terraria,2013-09-01,4609.88
3082,Terraria,2013-08-01,4917.90
3083,Terraria,2013-07-01,7174.02
3084,Terraria,2013-06-01,6076.89
3085,Terraria,2013-05-01,6591.18
3086,Terraria,2013-04-01,6050.11
3087,Terraria,2013-03-01,5091.04
3088,Terraria,2013-02-01,4208.27
3089,Terraria,2013-01-01,6025.35
3090,Terraria,2012-12-01,4642.07
3091,Terraria,2012-11-01,3976.15
3092,Terraria,2012-10-01,3191.02
3093,Terraria,2012-09-01,3919.96
3094,Terraria,2012-08-01,4716.07
3095,Terraria,2012-07-01,9022.77
3096,Project Zomboid,2026-04-01,26565.47
3097,Project Zomboid,2026-03-01,26166.61
3098,Project Zomboid,2026-02-01,28040.55
3099,Project Zomboid,2026-01-01,33741.50
3100,Project Zomboid,2025-12-01,30201.51
3101,Project Zomboid,2025-11-01,22030.18
3102,Project Zomboid,2025-10-01,22873.32
3103,Project Zomboid,2025-09-01,19990.73
3104,Project Zomboid,2025-08-01,21528.05
3105,Project Zomboid,2025-07-01,22437.65
3106,Project Zomboid,2025-06-01,23521.25
3107,Project Zomboid,2025-05-01,20927.66
3108,Project Zomboid,2025-04-01,19200.40
3109,Project Zomboid,2025-03-01,23310.06
3110,Project Zomboid,2025-02-01,29856.97
3111,Project Zomboid,2025-01-01,36837.84
3112,Project Zomboid,2024-12-01,30337.71
3113,Project Zomboid,2024-11-01,25707.07
3114,Project Zomboid,2024-10-01,22579.71
3115,Project Zomboid,2024-09-01,22974.28
3116,Project Zomboid,2024-08-01,23231.19
3117,Project Zomboid,2024-07-01,24543.35
3118,Project Zomboid,2024-06-01,25144.21
3119,Project Zomboid,2024-05-01,18769.93
3120,Project Zomboid,2024-04-01,20920.95
3121,Project Zomboid,2024-03-01,24593.56
3122,Project Zomboid,2024-02-01,22585.17
3123,Project Zomboid,2024-01-01,28013.33
3124,Project Zomboid,2023-12-01,26464.10
3125,Project Zomboid,2023-11-01,27987.08
3126,Project Zomboid,2023-10-01,25220.97
3127,Project Zomboid,2023-09-01,22538.77
3128,Project Zomboid,2023-08-01,24057.98
3129,Project Zomboid,2023-07-01,28756.12
3130,Project Zomboid,2023-06-01,22993.79
3131,Project Zomboid,2023-05-01,24121.69
3132,Project Zomboid,2023-04-01,28762.96
3133,Project Zomboid,2023-03-01,29921.58
3134,Project Zomboid,2023-02-01,38353.76
3135,Project Zomboid,2023-01-01,34761.72
3136,Project Zomboid,2022-12-01,28117.32
3137,Project Zomboid,2022-11-01,21050.50
3138,Project Zomboid,2022-10-01,18822.53
3139,Project Zomboid,2022-09-01,19312.93
3140,Project Zomboid,2022-08-01,22981.73
3141,Project Zomboid,2022-07-01,20421.92
3142,Project Zomboid,2022-06-01,14985.48
