,Game,Date,Avg_Players
1997,VRChat,2023-05-01,21394.01
1998,VRChat,2023-04-01,21843.74
1999,VRChat,2023-03-01,20845.21
2000,VRChat,2023-02-01,21412.25
2001,VRChat,2023-01-01,22346.65
2002,VRChat,2022-12-01,20791.03
2003,VRChat,2022-11-01,19054.19
2004,VRChat,2022-10-01,19367.41
2005,VRChat,2022-09-01,19103.04
2006,VRChat,2022-08-01,20210.16
2007,VRChat,2022-07-01,22746.29
2008,VRChat,2022-06-01,22157.69
2009,VRChat,2022-05-01,21611.19
2010,VRChat,2022-04-01,22222.30
2011,VRChat,2022-03-01,21073.83
2012,VRChat,2022-02-01,21263.49
2013,VRChat,2022-01-01,21096.37
2014,VRChat,2021-12-01,17798.75
2015,VRChat,2021-11-01,16615.32
2016,VRChat,2021-10-01,16100.41
2017,VRChat,2021-09-01,15274.20
2018,VRChat,2021-08-01,16353.51
2019,VRChat,2021-07-01,15228.66
2020,VRChat,2021-06-01,14327.89
2021,VRChat,2021-05-01,14663.24
2022,VRChat,2021-04-01,14977.49
2023,VRChat,2021-03-01,14577.21
2024,VRChat,2021-02-01,14662.89
2025,VRChat,2021-01-01,14910.12
2026,VRChat,2020-12-01,12744.08
2027,VRChat,2020-11-01,11845.63
2028,VRChat,2020-10-01,10093.03
2029,VRChat,2020-09-01,10372.42
2030,VRChat,2020-08-01,11442.02
2031,VRChat,2020-07-01,11113.71
2032,VRChat,2020-06-01,11183.39
2033,VRChat,2020-05-01,11776.19
2034,VRChat,2020-04-01,11728.97
2035,VRChat,2020-03-01,9466.15
2036,VRChat,2020-02-01,7979.70
2037,VRChat,2020-01-01,7972.94
2038,VRChat,2019-12-01,7346.60
2039,VRChat,2019-11-01,6878.56
2040,VRChat,2019-10-01,6891.86
2041,VRChat,2019-09-01,6422.70
2042,VRChat,2019-08-01,6186.85
2043,VRChat,2019-07-01,6509.16
2044,VRChat,2019-06-01,5913.60
2045,VRChat,2019-05-01,5756.57
2046,VRChat,2019-04-01,5857.73
2047,VRChat,2019-03-01,6375.02
2048,VRChat,2019-02-01,6407.04
2049,VRChat,2019-01-01,7185.21
2050,VRChat,2018-12-01,5976.02
2051,VRChat,2018-11-01,6142.40
2052,VRChat,2018-10-01,6422.35
2053,VRChat,2018-09-01,5838.62
2054,VRChat,2018-08-01,5968.44
2055,VRChat,2018-07-01,5962.07
2056,VRChat,2018-06-01,5768.48
2057,VRChat,2018-05-01,5377.61
2058,VRChat,2018-04-01,5106.54
2059,VRChat,2018-03-01,5417.43
2060,VRChat,2018-02-01,6209.01
2061,VRChat,2018-01-01,9223.35
2062,VRChat,2017-12-01,1745.45
2063,VRChat,2017-11-01,301.22
2064,VRChat,2017-10-01,130.06
2065,VRChat,2017-09-01,52.58
2066,VRChat,2017-08-01,30.66
2067,VRChat,2017-07-01,24.32
2068,VRChat,2017-06-01,20.17
2069,VRChat,2017-05-01,21.14
2070,VRChat,2017-04-01,22.26
2071,VRChat,2017-03-01,26.50
2072,VRChat,2017-02-01,46.24
2073,VRChat,2017-01-01,1.14
2074,Don't Starve Together,2026-04-01,25400.75
2075,Don't Starve Together,2026-03-01,22356.36
2076,Don't Starve Together,2026-02-01,23822.16
2077,Don't Starve Together,2026-01-01,27776.79
2078,Don't Starve Together,2025-12-01,26602.74
2079,Don't Starve Together,2025-11-01,27358.16
2080,Don't Starve Together,2025-10-01,28039.52
2081,Don't Starve Together,2025-09-01,25288.27
2082,Don't Starve Together,2025-08-01,27654.58
2083,Don't Starve Together,2025-07-01,28174.71
2084,Don't Starve Together,2025-06-01,29321.31
2085,Don't Starve Together,2025-05-01,24930.84
2086,Don't Starve Together,2025-04-01,27537.41
2087,Don't Starve Together,2025-03-01,31717.94
2088,Don't Starve Together,2025-02-01,27036.93
2089,Don't Starve Together,2025-01-01,31071.35
2090,Don't Starve Together,2024-12-01,31550.35
2091,Don't Starve Together,2024-11-01,31241.11
2092,Don't Starve Together,2024-10-01,24527.57
2093,Don't Starve Together,2024-09-01,23789.81
2094,Don't Starve Together,2024-08-01,26376.64
2095,Don't Starve Together,2024-07-01,30178.62
2096,Don't Starve Together,2024-06-01,27251.76
2097,Don't Starve Together,2024-05-01,25164.01
2098,Don't Starve Together,2024-04-01,22534.79
2099,Don't Starve Together,2024-03-01,25192.72
2100,Don't Starve Together,2024-02-01,24189.26
2101,Don't Starve Together,2024-01-01,31293.10
2102,Don't Starve Together,2023-12-01,30197.11
2103,Don't Starve Together,2023-11-01,27416.85
2104,Don't Starve Together,2023-10-01,26948.66
2105,Don't Starve Together,2023-09-01,24763.29
2106,Don't Starve Together,2023-08-01,27948.49
2107,Don't Starve Together,2023-07-01,28667.66
2108,Don't Starve Together,2023-06-01,29294.74
2109,Don't Starve Together,2023-05-01,36923.86
2110,Don't Starve Together,2023-04-01,21750.62
2111,Don't Starve Together,2023-03-01,18486.09
2112,Don't Starve Together,2023-02-01,18125.29
2113,Don't Starve Together,2023-01-01,23162.05
2114,Don't Starve Together,2022-12-01,21809.12
2115,Don't Starve Together,2022-11-01,20152.07
2116,Don't Starve Together,2022-10-01,17897.45
2117,Don't Starve Together,2022-09-01,14922.86
2118,Don't Starve Together,2022-08-01,19692.38
2119,Don't Starve Together,2022-07-01,20226.91
2120,Don't Starve Together,2022-06-01,18753.82
2121,Don't Starve Together,2022-05-01,17667.70
2122,Don't Starve Together,2022-04-01,17712.79
2123,Don't Starve Together,2022-03-01,16642.26
2124,Don't Starve Together,2022-02-01,19840.09
2125,Don't Starve Together,2022-01-01,22856.33
2126,Don't Starve Together,2021-12-01,22581.47
2127,Don't Starve Together,2021-11-01,20821.37
2128,Don't Starve Together,2021-10-01,14748.95
2129,Don't Starve Together,2021-09-01,15029.51
2130,Don't Starve Together,2021-08-01,17867.09
2131,Don't Starve Together,2021-07-01,17950.97
2132,Don't Starve Together,2021-06-01,18631.89
2133,Don't Starve Together,2021-05-01,17920.55
2134,Don't Starve Together,2021-04-01,12768.27
2135,Don't Starve Together,2021-03-01,13276.22
2136,Don't Starve Together,2021-02-01,19482.79
2137,Don't Starve Together,2021-01-01,20806.90
2138,Don't Starve Together,2020-12-01,19534.92
2139,Don't Starve Together,2020-11-01,15836.72
2140,Don't Starve Together,2020-10-01,14124.37
2141,Don't Starve Together,2020-09-01,11337.39
2142,Don't Starve Together,2020-08-01,13957.90
2143,Don't Starve Together,2020-07-01,17581.44
2144,Don't Starve Together,2020-06-01,17332.93
2145,Don't Starve Together,2020-05-01,13854.71
2146,Don't Starve Together,2020-04-01,17576.51
2147,Don't Starve Together,2020-03-01,15659.07
2148,Don't Starve Together,2020-02-01,14346.44
2149,Don't Starve Together,2020-01-01,12936.17
2150,Don't Starve Together,2019-12-01,12209.43
2151,Don't Starve Together,2019-11-01,9877.36
2152,Don't Starve Together,2019-10-01,8041.74
2153,Don't Starve Together,2019-09-01,7973.67
2154,Don't Starve Together,2019-08-01,9672.10
2155,Don't Starve Together,2019-07-01,9219.31
2156,Don't Starve Together,2019-06-01,11238.05
2157,Don't Starve Together,2019-05-01,13284.19
2158,Don't Starve Together,2019-04-01,7419.31
2159,Don't Starve Together,2019-03-01,6905.83
2160,Don't Starve Together,2019-02-01,7044.58
2161,Don't Starve Together,2019-01-01,8511.97
2162,Don't Starve Together,2018-12-01,9303.77
2163,Don't Starve Together,2018-11-01,11926.44
2164,Don't Starve Together,2018-10-01,5793.69
2165,Don't Starve Together,2018-09-01,4795.88
2166,Don't Starve Together,2018-08-01,5665.22
2167,Don't Starve Together,2018-07-01,8837.00
2168,Don't Starve Together,2018-06-01,10795.28
2169,Don't Starve Together,2018-05-01,6197.34
2170,Don't Starve Together,2018-04-01,5333.90
2171,Don't Starve Together,2018-03-01,6531.05
2172,Don't Starve Together,2018-02-01,8312.42
2173,Don't Starve Together,2018-01-01,9086.30
2174,Don't Starve Together,2017-12-01,8831.15
2175,Don't Starve Together,2017-11-01,10026.49
2176,Don't Starve Together,2017-10-01,6157.08
2177,Don't Starve Together,2017-09-01,5597.56
2178,Don't Starve Together,2017-08-01,6321.03
2179,Don't Starve Together,2017-07-01,7922.88
2180,Don't Starve Together,2017-06-01,7648.34
2181,Don't Starve Together,2017-05-01,6638.80
2182,Don't Starve Together,2017-04-01,7119.45
2183,Don't Starve Together,2017-03-01,6297.23
2184,Don't Starve Together,2017-02-01,7468.34
2185,Don't Starve Together,2017-01-01,9857.18
2186,Don't Starve Together,2016-12-01,8993.47
2187,Don't Starve Together,2016-11-01,8531.69
2188,Don't Starve Together,2016-10-01,5670.79
2189,Don't Starve Together,2016-09-01,4474.14
2190,Don't Starve Together,2016-08-01,4845.19
2191,Don't Starve Together,2016-07-01,6459.51
2192,Don't Starve Together,2016-06-01,5719.46
2193,Don't Starve Together,2016-05-01,6234.65
2194,Don't Starve Together,2016-04-01,6004.97
2195,Don't Starve Together,2016-03-01,5194.59
2196,Don't Starve Together,2016-02-01,6572.23
2197,Don't Starve Together,2016-01-01,7692.61
2198,Don't Starve Together,2015-12-01,5163.57
2199,Don't Starve Together,2015-11-01,3461.86
2200,Don't Starve Together,2015-10-01,2447.51
2201,Don't Starve Together,2015-09-01,2322.70
2202,Don't Starve Together,2015-08-01,2816.37
2203,Don't Starve Together,2015-07-01,3207.01
2204,Don't Starve Together,2015-06-01,5325.78
2205,Don't Starve Together,2015-05-01,3164.98
2206,Don't Starve Together,2015-04-01,2886.90
2207,Don't Starve Together,2015-03-01,2749.89
2208,Don't Starve Together,2015-02-01,3500.12
2209,Don't Starve Together,2015-01-01,6641.04
2210,Don't Starve Together,2014-12-01,8904.00
2211,Baldur's Gate 3,2026-04-01,40040.91
2212,Baldur's Gate 3,2026-03-01,44383.00
2213,Baldur's Gate 3,2026-02-01,51140.20
2214,Baldur's Gate 3,2026-01-01,67683.87
2215,Baldur's Gate 3,2025-12-01,52246.15
2216,Baldur's Gate 3,2025-11-01,45399.02
2217,Baldur's Gate 3,2025-10-01,46881.08
2218,Baldur's Gate 3,2025-09-01,48175.53
2219,Baldur's Gate 3,2025-08-01,53730.03
2220,Baldur's Gate 3,2025-07-01,51305.96
2221,Baldur's Gate 3,2025-06-01,54291.78
2222,Baldur's Gate 3,2025-05-01,72840.76
2223,Baldur's Gate 3,2025-04-01,71448.86
2224,Baldur's Gate 3,2025-03-01,50333.03
2225,Baldur's Gate 3,2025-02-01,58799.09
2226,Baldur's Gate 3,2025-01-01,66434.64
2227,Baldur's Gate 3,2024-12-01,61423.94
2228,Baldur's Gate 3,2024-11-01,58781.53
2229,Baldur's Gate 3,2024-10-01,62014.04
2230,Baldur's Gate 3,2024-09-01,72992.88
2231,Baldur's Gate 3,2024-08-01,66700.08
2232,Baldur's Gate 3,2024-07-01,66693.79
2233,Baldur's Gate 3,2024-06-01,58745.54
2234,Baldur's Gate 3,2024-05-01,59252.96
2235,Baldur's Gate 3,2024-04-01,67371.04
2236,Baldur's Gate 3,2024-03-01,84583.46
2237,Baldur's Gate 3,2024-02-01,103998.00
2238,Baldur's Gate 3,2024-01-01,160228.77
2239,Baldur's Gate 3,2023-12-01,131807.78
2240,Baldur's Gate 3,2023-11-01,100508.31
2241,Baldur's Gate 3,2023-10-01,148107.96
2242,Baldur's Gate 3,2023-09-01,272089.86
2243,Baldur's Gate 3,2023-08-01,450982.28
2244,Baldur's Gate 3,2023-07-01,11755.46
2245,Baldur's Gate 3,2023-06-01,2106.56
2246,Baldur's Gate 3,2023-05-01,1965.73
2247,Baldur's Gate 3,2023-04-01,2441.70
2248,Baldur's Gate 3,2023-03-01,2423.73
2249,Baldur's Gate 3,2023-02-01,2139.12
2250,Baldur's Gate 3,2023-01-01,3120.62
2251,Baldur's Gate 3,2022-12-01,3668.54
2252,Baldur's Gate 3,2022-11-01,1101.57
2253,Baldur's Gate 3,2022-10-01,1230.89
2254,Baldur's Gate 3,2022-09-01,1307.68
2255,Baldur's Gate 3,2022-08-01,1844.26
2256,Baldur's Gate 3,2022-07-01,2916.14
2257,Baldur's Gate 3,2022-06-01,1071.09
2258,Baldur's Gate 3,2022-05-01,1072.02
2259,Baldur's Gate 3,2022-04-01,1206.77
2260,Baldur's Gate 3,2022-03-01,1361.42
2261,Baldur's Gate 3,2022-02-01,2073.66
2262,Baldur's Gate 3,2022-01-01,1586.72
2263,Baldur's Gate 3,2021-12-01,1495.86
2264,Baldur's Gate 3,2021-11-01,2225.25
2265,Baldur's Gate 3,2021-10-01,3647.82
2266,Baldur's Gate 3,2021-09-01,1824.07
2267,Baldur's Gate 3,2021-08-01,2036.10
2268,Baldur's Gate 3,2021-07-01,2270.54
2269,Baldur's Gate 3,2021-06-01,1273.55
2270,Baldur's Gate 3,2021-05-01,1581.65
2271,Baldur's Gate 3,2021-04-01,1967.63
2272,Baldur's Gate 3,2021-03-01,3565.79
2273,Baldur's Gate 3,2021-02-01,2424.04
2274,Baldur's Gate 3,2021-01-01,2212.57
2275,Baldur's Gate 3,2020-12-01,2670.60
2276,Baldur's Gate 3,2020-11-01,4834.83
2277,Baldur's Gate 3,2020-10-01,16792.37
2278,Euro Truck Simulator 2,2026-04-01,28708.29
2279,Euro Truck Simulator 2,2026-03-01,28865.31
2280,Euro Truck Simulator 2,2026-02-01,31234.62
2281,Euro Truck Simulator 2,2026-01-01,32527.90
2282,Euro Truck Simulator 2,2025-12-01,34569.37
2283,Euro Truck Simulator 2,2025-11-01,28076.06
2284,Euro Truck Simulator 2,2025-10-01,27814.80
2285,Euro Truck Simulator 2,2025-09-01,23801.93
2286,Euro Truck Simulator 2,2025-08-01,26215.25
2287,Euro Truck Simulator 2,2025-07-01,27132.21
2288,Euro Truck Simulator 2,2025-06-01,22666.31
2289,Euro Truck Simulator 2,2025-05-01,22759.92
2290,Euro Truck Simulator 2,2025-04-01,24923.27
2291,Euro Truck Simulator 2,2025-03-01,27638.45
2292,Euro Truck Simulator 2,2025-02-01,27652.13
2293,Euro Truck Simulator 2,2025-01-01,31856.36
2294,Euro Truck Simulator 2,2024-12-01,33759.75
2295,Euro Truck Simulator 2,2024-11-01,25055.67
2296,Euro Truck Simulator 2,2024-10-01,24608.79
2297,Euro Truck Simulator 2,2024-09-01,22924.73
2298,Euro Truck Simulator 2,2024-08-01,24885.06
2299,Euro Truck Simulator 2,2024-07-01,32856.30
2300,Euro Truck Simulator 2,2024-06-01,23706.53
2301,Euro Truck Simulator 2,2024-05-01,23932.09
2302,Euro Truck Simulator 2,2024-04-01,23945.23
2303,Euro Truck Simulator 2,2024-03-01,25355.88
2304,Euro Truck Simulator 2,2024-02-01,23991.38
2305,Euro Truck Simulator 2,2024-01-01,28605.05
2306,Euro Truck Simulator 2,2023-12-01,29320.63
2307,Euro Truck Simulator 2,2023-11-01,27120.60
2308,Euro Truck Simulator 2,2023-10-01,26107.39
2309,Euro Truck Simulator 2,2023-09-01,22517.42
2310,Euro Truck Simulator 2,2023-08-01,25057.01
2311,Euro Truck Simulator 2,2023-07-01,24760.23
2312,Euro Truck Simulator 2,2023-06-01,20841.18
2313,Euro Truck Simulator 2,2023-05-01,22805.52
2314,Euro Truck Simulator 2,2023-04-01,23691.44
2315,Euro Truck Simulator 2,2023-03-01,21380.65
2316,Euro Truck Simulator 2,2023-02-01,22220.47
2317,Euro Truck Simulator 2,2023-01-01,25412.54
2318,Euro Truck Simulator 2,2022-12-01,22869.61
2319,Euro Truck Simulator 2,2022-11-01,20759.42
2320,Euro Truck Simulator 2,2022-10-01,20835.40
2321,Euro Truck Simulator 2,2022-09-01,20931.00
2322,Euro Truck Simulator 2,2022-08-01,19996.82
2323,Euro Truck Simulator 2,2022-07-01,20510.41
2324,Euro Truck Simulator 2,2022-06-01,19997.44
2325,Euro Truck Simulator 2,2022-05-01,19702.08
2326,Euro Truck Simulator 2,2022-04-01,21339.25
2327,Euro Truck Simulator 2,2022-03-01,20779.15
2328,Euro Truck Simulator 2,2022-02-01,23666.14
2329,Euro Truck Simulator 2,2022-01-01,27313.45
2330,Euro Truck Simulator 2,2021-12-01,22634.69
2331,Euro Truck Simulator 2,2021-11-01,23556.09
2332,Euro Truck Simulator 2,2021-10-01,20166.66
2333,Euro Truck Simulator 2,2021-09-01,20302.21
2334,Euro Truck Simulator 2,2021-08-01,20431.67
2335,Euro Truck Simulator 2,2021-07-01,22110.24
2336,Euro Truck Simulator 2,2021-06-01,20423.92
2337,Euro Truck Simulator 2,2021-05-01,22917.26
2338,Euro Truck Simulator 2,2021-04-01,25081.27
2339,Euro Truck Simulator 2,2021-03-01,20985.94
2340,Euro Truck Simulator 2,2021-02-01,23637.94
2341,Euro Truck Simulator 2,2021-01-01,24090.05
2342,Euro Truck Simulator 2,2020-12-01,23951.65
2343,Euro Truck Simulator 2,2020-11-01,19963.44
2344,Euro Truck Simulator 2,2020-10-01,19126.06
2345,Euro Truck Simulator 2,2020-09-01,15842.50
2346,Euro Truck Simulator 2,2020-08-01,17248.12
2347,Euro Truck Simulator 2,2020-07-01,19619.50
2348,Euro Truck Simulator 2,2020-06-01,19808.94
2349,Euro Truck Simulator 2,2020-05-01,21015.77
2350,Euro Truck Simulator 2,2020-04-01,28667.30
2351,Euro Truck Simulator 2,2020-03-01,20550.79
2352,Euro Truck Simulator 2,2020-02-01,18775.39
2353,Euro Truck Simulator 2,2020-01-01,18884.25
2354,Euro Truck Simulator 2,2019-12-01,21789.60
2355,Euro Truck Simulator 2,2019-11-01,16751.04
2356,Euro Truck Simulator 2,2019-10-01,15735.83
2357,Euro Truck Simulator 2,2019-09-01,14632.46
2358,Euro Truck Simulator 2,2019-08-01,15450.65
2359,Euro Truck Simulator 2,2019-07-01,17600.56
2360,Euro Truck Simulator 2,2019-06-01,16294.59
2361,Euro Truck Simulator 2,2019-05-01,15017.38
2362,Euro Truck Simulator 2,2019-04-01,14678.95
2363,Euro Truck Simulator 2,2019-03-01,16045.36
2364,Euro Truck Simulator 2,2019-02-01,17181.98
2365,Euro Truck Simulator 2,2019-01-01,19168.42
2366,Euro Truck Simulator 2,2018-12-01,20117.58
2367,Euro Truck Simulator 2,2018-11-01,15594.96
2368,Euro Truck Simulator 2,2018-10-01,15744.16
2369,Euro Truck Simulator 2,2018-09-01,16386.89
2370,Euro Truck Simulator 2,2018-08-01,15699.03
2371,Euro Truck Simulator 2,2018-07-01,16256.37
2372,Euro Truck Simulator 2,2018-06-01,15569.11
2373,Euro Truck Simulator 2,2018-05-01,14985.22
2374,Euro Truck Simulator 2,2018-04-01,12691.43
2375,Euro Truck Simulator 2,2018-03-01,13970.67
2376,Euro Truck Simulator 2,2018-02-01,15830.38
2377,Euro Truck Simulator 2,2018-01-01,19978.48
2378,Euro Truck Simulator 2,2017-12-01,21311.87
2379,Euro Truck Simulator 2,2017-11-01,14238.48
2380,Euro Truck Simulator 2,2017-10-01,12165.85
2381,Euro Truck Simulator 2,2017-09-01,12762.26
2382,Euro Truck Simulator 2,2017-08-01,13770.82
2383,Euro Truck Simulator 2,2017-07-01,15847.17
2384,Euro Truck Simulator 2,2017-06-01,12879.98
2385,Euro Truck Simulator 2,2017-05-01,14125.61
2386,Euro Truck Simulator 2,2017-04-01,10963.00
2387,Euro Truck Simulator 2,2017-03-01,9640.58
2388,Euro Truck Simulator 2,2017-02-01,11128.42
2389,Euro Truck Simulator 2,2017-01-01,14045.22
2390,Euro Truck Simulator 2,2016-12-01,12650.52
2391,Euro Truck Simulator 2,2016-11-01,9627.76
2392,Euro Truck Simulator 2,2016-10-01,9394.55
2393,Euro Truck Simulator 2,2016-09-01,8605.78
2394,Euro Truck Simulator 2,2016-08-01,9545.62
2395,Euro Truck Simulator 2,2016-07-01,10286.94
2396,Euro Truck Simulator 2,2016-06-01,8916.16
2397,Euro Truck Simulator 2,2016-05-01,8715.03
2398,Euro Truck Simulator 2,2016-04-01,7681.80
2399,Euro Truck Simulator 2,2016-03-01,8234.14
2400,Euro Truck Simulator 2,2016-02-01,9682.49
2401,Euro Truck Simulator 2,2016-01-01,13443.43
2402,Euro Truck Simulator 2,2015-12-01,11525.04
2403,Euro Truck Simulator 2,2015-11-01,8573.88
2404,Euro Truck Simulator 2,2015-10-01,8028.50
2405,Euro Truck Simulator 2,2015-09-01,7330.84
2406,Euro Truck Simulator 2,2015-08-01,8057.18
2407,Euro Truck Simulator 2,2015-07-01,7593.97
2408,Euro Truck Simulator 2,2015-06-01,8695.34
2409,Euro Truck Simulator 2,2015-05-01,7912.64
2410,Euro Truck Simulator 2,2015-04-01,5373.96
2411,Euro Truck Simulator 2,2015-03-01,5446.55
2412,Euro Truck Simulator 2,2015-02-01,6238.86
2413,Euro Truck Simulator 2,2015-01-01,7699.35
2414,Euro Truck Simulator 2,2014-12-01,8730.33
2415,Euro Truck Simulator 2,2014-11-01,5134.44
2416,Euro Truck Simulator 2,2014-10-01,4919.26
2417,Euro Truck Simulator 2,2014-09-01,4385.56
2418,Euro Truck Simulator 2,2014-08-01,4655.67
2419,Euro Truck Simulator 2,2014-07-01,4591.98
2420,Euro Truck Simulator 2,2014-06-01,4300.72
2421,Euro Truck Simulator 2,2014-05-01,3391.42
2422,Euro Truck Simulator 2,2014-04-01,2107.86
2423,Euro Truck Simulator 2,2014-03-01,1577.08
2424,Euro Truck Simulator 2,2014-02-01,1575.11
2425,Euro Truck Simulator 2,2014-01-01,2292.69
2426,Euro Truck Simulator 2,2013-12-01,2446.96
2427,Euro Truck Simulator 2,2013-11-01,1363.69
2428,Euro Truck Simulator 2,2013-10-01,1204.41
2429,Euro Truck Simulator 2,2013-09-01,1133.11
2430,Euro Truck Simulator 2,2013-08-01,1037.07
2431,Euro Truck Simulator 2,2013-07-01,1365.65
2432,Euro Truck Simulator 2,2013-06-01,488.02
2433,Euro Truck Simulator 2,2013-05-01,617.98
2434,Euro Truck Simulator 2,2013-04-01,783.62
2435,Euro Truck Simulator 2,2013-03-01,948.87
2436,Euro Truck Simulator 2,2013-02-01,1003.92
2437,Euro Truck Simulator 2,2013-01-01,1235.30
2438,Battlefield™ 6,2026-04-01,31779.69
2439,Battlefield™ 6,2026-03-01,37785.28
2440,Battlefield™ 6,2026-02-01,44957.83
2441,Battlefield™ 6,2026-01-01,56525.43
2442,Battlefield™ 6,2025-12-01,89597.27
2443,Battlefield™ 6,2025-11-01,223407.41
2444,Battlefield™ 6,2025-10-01,311140.31
2445,Limbus Company,2026-04-01,36817.83
2446,Limbus Company,2026-03-01,39276.47
2447,Limbus Company,2026-02-01,29134.42
2448,Limbus Company,2026-01-01,32854.60
2449,Limbus Company,2025-12-01,22082.07
2450,Limbus Company,2025-11-01,29441.75
2451,Limbus Company,2025-10-01,31367.08
2452,Limbus Company,2025-09-01,31504.56
2453,Limbus Company,2025-08-01,28630.37
2454,Limbus Company,2025-07-01,23192.18
2455,Limbus Company,2025-06-01,20502.82
2456,Limbus Company,2025-05-01,21101.83
2457,Limbus Company,2025-04-01,15525.39
2458,Limbus Company,2025-03-01,20929.59
2459,Limbus Company,2025-02-01,18947.44
2460,Limbus Company,2025-01-01,16897.64
2461,Limbus Company,2024-12-01,14251.86
2462,Limbus Company,2024-11-01,13326.52
2463,Limbus Company,2024-10-01,13542.75
2464,Limbus Company,2024-09-01,10088.00
2465,Limbus Company,2024-08-01,10104.22
2466,Limbus Company,2024-07-01,7685.94
2467,Limbus Company,2024-06-01,8426.64
2468,Limbus Company,2024-05-01,9502.06
2469,Limbus Company,2024-04-01,7955.98
2470,Limbus Company,2024-03-01,6846.50
2471,Limbus Company,2024-02-01,7779.76
2472,Limbus Company,2024-01-01,6928.82
2473,Limbus Company,2023-12-01,6399.75
2474,Limbus Company,2023-11-01,4514.79
2475,Limbus Company,2023-10-01,3592.56
2476,Limbus Company,2023-09-01,4666.70
2477,Limbus Company,2023-08-01,4311.70
2478,Limbus Company,2023-07-01,7358.61
2479,Limbus Company,2023-06-01,6659.80
2480,Limbus Company,2023-05-01,4997.14
2481,Limbus Company,2023-04-01,8749.61
2482,Limbus Company,2023-03-01,8409.11
2483,Hearts of Iron IV,2026-04-01,35012.46
2484,Hearts of Iron IV,2026-03-01,35149.18
2485,Hearts of Iron IV,2026-02-01,35234.04
2486,Hearts of Iron IV,2026-01-01,36995.99
2487,Hearts of Iron IV,2025-12-01,36160.11
2488,Hearts of Iron IV,2025-11-01,38122.87
2489,Hearts of Iron IV,2025-10-01,34871.04
2490,Hearts of Iron IV,2025-09-01,34266.33
2491,Hearts of Iron IV,2025-08-01,37892.61
2492,Hearts of Iron IV,2025-07-01,36256.37
2493,Hearts of Iron IV,2025-06-01,37068.31
2494,Hearts of Iron IV,2025-05-01,36794.92
2495,Hearts of Iron IV,2025-04-01,34676.35
2496,Hearts of Iron IV,2025-03-01,38764.75
2497,Hearts of Iron IV,2025-02-01,37157.74
2498,Hearts of Iron IV,2025-01-01,39856.99
2499,Hearts of Iron IV,2024-12-01,39547.17
2500,Hearts of Iron IV,2024-11-01,41614.67
2501,Hearts of Iron IV,2024-10-01,35953.56
2502,Hearts of Iron IV,2024-09-01,33708.22
2503,Hearts of Iron IV,2024-08-01,36278.11
2504,Hearts of Iron IV,2024-07-01,35309.56
2505,Hearts of Iron IV,2024-06-01,35689.31
2506,Hearts of Iron IV,2024-05-01,35289.41
2507,Hearts of Iron IV,2024-04-01,36935.92
2508,Hearts of Iron IV,2024-03-01,35261.22
2509,Hearts of Iron IV,2024-02-01,33329.07
2510,Hearts of Iron IV,2024-01-01,33619.45
2511,Hearts of Iron IV,2023-12-01,32308.63
2512,Hearts of Iron IV,2023-11-01,30289.95
2513,Hearts of Iron IV,2023-10-01,35218.43
2514,Hearts of Iron IV,2023-09-01,30732.39
2515,Hearts of Iron IV,2023-08-01,32580.81
2516,Hearts of Iron IV,2023-07-01,33695.10
2517,Hearts of Iron IV,2023-06-01,31179.36
2518,Hearts of Iron IV,2023-05-01,30044.25
2519,Hearts of Iron IV,2023-04-01,30353.48
2520,Hearts of Iron IV,2023-03-01,28920.11
2521,Hearts of Iron IV,2023-02-01,30259.38
2522,Hearts of Iron IV,2023-01-01,29746.25
2523,Hearts of Iron IV,2022-12-01,26764.46
2524,Hearts of Iron IV,2022-11-01,24607.94
2525,Hearts of Iron IV,2022-10-01,30821.93
2526,Hearts of Iron IV,2022-09-01,28786.68
2527,Hearts of Iron IV,2022-08-01,30200.13
2528,Hearts of Iron IV,2022-07-01,31078.27
2529,Hearts of Iron IV,2022-06-01,29631.43
2530,Hearts of Iron IV,2022-05-01,29560.02
2531,Hearts of Iron IV,2022-04-01,31679.01
2532,Hearts of Iron IV,2022-03-01,32787.28
2533,Hearts of Iron IV,2022-02-01,29512.96
2534,Hearts of Iron IV,2022-01-01,30588.49
2535,Hearts of Iron IV,2021-12-01,30045.30
2536,Hearts of Iron IV,2021-11-01,28972.28
2537,Hearts of Iron IV,2021-10-01,25042.98
2538,Hearts of Iron IV,2021-09-01,25229.77
2539,Hearts of Iron IV,2021-08-01,27427.91
2540,Hearts of Iron IV,2021-07-01,25689.28
2541,Hearts of Iron IV,2021-06-01,25084.48
2542,Hearts of Iron IV,2021-05-01,25942.93
2543,Hearts of Iron IV,2021-04-01,24267.49
2544,Hearts of Iron IV,2021-03-01,23973.87
2545,Hearts of Iron IV,2021-02-01,24476.67
2546,Hearts of Iron IV,2021-01-01,24820.66
2547,Hearts of Iron IV,2020-12-01,22750.73
2548,Hearts of Iron IV,2020-11-01,23321.80
2549,Hearts of Iron IV,2020-10-01,21220.76
2550,Hearts of Iron IV,2020-09-01,17977.94
2551,Hearts of Iron IV,2020-08-01,21750.65
2552,Hearts of Iron IV,2020-07-01,22473.33
2553,Hearts of Iron IV,2020-06-01,20380.30
2554,Hearts of Iron IV,2020-05-01,20409.48
2555,Hearts of Iron IV,2020-04-01,19845.46
2556,Hearts of Iron IV,2020-03-01,21697.36
