cluster_id,games,rows,avg_log_players,median_players,avg_log_monthly_reviews,avg_positive_review_percent,avg_log_price,free_to_play_share,discount_month_share,common_genre_type_flags,example_games
4,5,534,11.751366206940686,97890.02,9.432965217051061,0.8065182371134062,1.1101353501483509,0.9344569288389513,0.41760299625468167,"Action (100%), Multi-player (100%), Adventure (60%), Massively Multiplayer (40%)","Counter-Strike 2, NARAKA: BLADEPOINT, PUBG: BATTLEGROUNDS, Street Fighter™ 6"
1,19,1419,10.566772767583796,36264.08,8.160520488836866,0.7583459611551571,1.549829251108926,0.5221987315010571,0.35306553911205074,"Action (100%), Multi-player (100%), Co-op (95%), Online Co-op (84%)","Apex Legends™, Battlefield™ 6, Call of Duty®, Dead by Daylight"
5,6,492,9.768113286460181,19787.225,8.135899439153935,0.9210339993715346,2.761964688595119,0.0,0.45934959349593496,"Adventure (100%), RPG (100%), Co-op (100%), Multi-player (100%)","ARK: Survival Ascended, Baldur's Gate 3, Don't Starve Together, Palworld"
6,4,411,9.766558523106761,20835.4,7.955521524530233,0.9383874068921857,2.4982096575479864,0.0340632603406326,0.6253041362530414,"Indie (100%), Simulation (100%), Co-op (100%), Multi-player (100%)","Bongo Cat, Euro Truck Simulator 2, Garry's Mod, Satisfactory"
8,3,421,9.643337317951882,19266.8,7.442805041012498,0.73381120404756,2.9455963648458297,0.0,0.6223277909738717,"Action (100%), Adventure (100%), Massively Multiplayer (100%), Co-op (100%)","Black Desert, DayZ, Rust"
2,8,708,9.12984626795343,13032.11,7.397249060237501,0.8826047887225406,2.6103171404751264,0.153954802259887,0.5338983050847458,"Single-player (100%), Simulation (62%), Strategy (38%), Indie (25%)","BeamNG.drive, Cyberpunk 2077, Geometry Dash, Hearts of Iron IV"
3,1,112,9.057349614605434,15687.305,7.341994098001963,0.8206105060016797,0.0,1.0,0.0,"Adventure (100%), Casual (100%), Early Access (100%), Massively Multiplayer (100%)",VRChat
9,3,349,8.96995263308435,15209.37,7.497126050472566,0.9072916336990948,2.924401741685425,0.0,0.5702005730659025,"Indie (100%), RPG (100%), Simulation (100%), Multi-player (100%)","Mount & Blade II: Bannerlord, Project Zomboid, Stardew Valley"
7,1,103,8.756713858402374,7216.97,7.13413045055824,0.7606391684255757,0.0,1.0,0.0,"Action (100%), Massively Multiplayer (100%), Simulation (100%), Strategy (100%)",World of Warships
