,Game,Date,Month_Since_Release,Avg_Players,Log_Players
0,Counter-Strike 2,2026-04-01,166,974785.71,13.789972941208422
1,Counter-Strike 2,2026-03-01,165,1069173.12,13.882396122639072
2,Counter-Strike 2,2026-02-01,164,1084094.59,13.896255717322385
3,Counter-Strike 2,2026-01-01,163,1070443.78,13.883583868117602
4,Counter-Strike 2,2025-12-01,162,991176.89,13.80664829385174
5,Counter-Strike 2,2025-11-01,161,981482.45,13.796819411744087
6,Counter-Strike 2,2025-10-01,160,948244.21,13.762367353547795
7,Counter-Strike 2,2025-09-01,159,925940.31,13.738565051507482
8,Counter-Strike 2,2025-08-01,158,928429.24,13.7412494479317
9,Counter-Strike 2,2025-07-01,157,920069.98,13.732205011349802
10,Counter-Strike 2,2025-06-01,156,1010123.99,13.825583643658996
11,Counter-Strike 2,2025-05-01,155,1038596.81,13.853381138945313
12,Counter-Strike 2,2025-04-01,154,1045701.65,13.860198653475843
13,Counter-Strike 2,2025-03-01,153,1039662.81,13.854406997392667
14,Counter-Strike 2,2025-02-01,152,1003570.56,13.819074758647968
15,Counter-Strike 2,2025-01-01,151,914092.22,13.725686742501873
16,Counter-Strike 2,2024-12-01,150,913953.36,13.725534820687901
17,Counter-Strike 2,2024-11-01,149,852164.3,13.655534627595724
18,Counter-Strike 2,2024-10-01,148,829438.76,13.628504558280252
19,Counter-Strike 2,2024-09-01,147,836306.66,13.636750642987316
20,Counter-Strike 2,2024-08-01,146,897337.88,13.707187747930593
21,Counter-Strike 2,2024-07-01,145,875365.08,13.682396312607445
22,Counter-Strike 2,2024-06-01,144,947520.53,13.761603883250155
23,Counter-Strike 2,2024-05-01,143,958207.34,13.77281946359802
24,Counter-Strike 2,2024-04-01,142,930748.98,13.743744895843951
25,Counter-Strike 2,2024-03-01,141,885629.69,13.69405418510819
26,Counter-Strike 2,2024-02-01,140,786630.82,13.57551431949883
27,Counter-Strike 2,2024-01-01,139,760859.23,13.542203639443766
28,Counter-Strike 2,2023-12-01,138,770094.8,13.554268903134721
29,Counter-Strike 2,2023-11-01,137,714511.43,13.479354273424946
30,Counter-Strike 2,2023-10-01,136,792124.96,13.582474436128736
31,Counter-Strike 2,2023-09-01,135,976137.99,13.79135923859829
32,Counter-Strike 2,2023-08-01,134,922152.86,13.734466280553846
33,Counter-Strike 2,2023-07-01,133,881690.91,13.689596831392848
34,Counter-Strike 2,2023-06-01,132,1085966.81,13.897981217314708
35,Counter-Strike 2,2023-05-01,131,1117517.4,13.92662017581844
36,Counter-Strike 2,2023-04-01,130,918085.6,13.730045911442836
37,Counter-Strike 2,2023-03-01,129,843474.54,13.645284996754471
38,Counter-Strike 2,2023-02-01,128,805105.9,13.598729100543421
39,Counter-Strike 2,2023-01-01,127,726150.29,13.495512283402393
40,Counter-Strike 2,2022-12-01,126,629325.0,13.35240309540638
41,Counter-Strike 2,2022-11-01,125,621005.99,13.339096006601785
42,Counter-Strike 2,2022-10-01,124,608349.53,13.318504880633723
43,Counter-Strike 2,2022-09-01,123,618776.04,13.33549867682798
44,Counter-Strike 2,2022-08-01,122,641444.78,13.371478379831606
45,Counter-Strike 2,2022-07-01,121,594453.07,13.29539705171107
46,Counter-Strike 2,2022-06-01,120,572222.47,13.257283128313315
47,Counter-Strike 2,2022-05-01,119,564961.7,13.244513220220275
48,Counter-Strike 2,2022-04-01,118,568983.16,13.25160611688843
49,Counter-Strike 2,2022-03-01,117,581489.69,13.273348520775079
50,Counter-Strike 2,2022-02-01,116,634638.4,13.360810666858374
51,Counter-Strike 2,2022-01-01,115,602376.27,13.308637562261639
52,Counter-Strike 2,2021-12-01,114,546614.19,13.211498512622123
53,Counter-Strike 2,2021-11-01,113,548161.67,13.214325540669002
54,Counter-Strike 2,2021-10-01,112,512435.85,13.146930811428483
55,Counter-Strike 2,2021-09-01,111,512350.92,13.146765059873758
56,Counter-Strike 2,2021-08-01,110,512081.96,13.14623996933551
57,Counter-Strike 2,2021-07-01,109,506067.36,13.134425061939229
58,Counter-Strike 2,2021-06-01,108,549347.08,13.216485724742187
59,Counter-Strike 2,2021-05-01,107,659888.89,13.399826751345563
60,Counter-Strike 2,2021-04-01,106,723346.52,13.491643667097108
61,Counter-Strike 2,2021-03-01,105,740927.82,13.515658490626786
62,Counter-Strike 2,2021-02-01,104,741013.24,13.515773771864886
63,Counter-Strike 2,2021-01-01,103,743209.66,13.518733464244441
64,Counter-Strike 2,2020-12-01,102,717803.75,13.483951481978458
65,Counter-Strike 2,2020-11-01,101,668754.58,13.413172425767032
66,Counter-Strike 2,2020-10-01,100,613666.69,13.327207209569918
67,Counter-Strike 2,2020-09-01,99,606850.32,13.316037449847544
68,Counter-Strike 2,2020-08-01,98,639957.66,13.369157296897434
69,Counter-Strike 2,2020-07-01,97,625900.81,13.346947187048398
70,Counter-Strike 2,2020-06-01,96,671647.46,13.417488868752452
71,Counter-Strike 2,2020-05-01,95,768795.25,13.552579958159196
72,Counter-Strike 2,2020-04-01,94,857604.22,13.661897989995524
73,Counter-Strike 2,2020-03-01,93,671033.29,13.416574027241788
74,Counter-Strike 2,2020-02-01,92,543979.15,13.206666197897691
75,Counter-Strike 2,2020-01-01,91,501196.0,13.124752521126233
76,Counter-Strike 2,2019-12-01,90,456701.56,13.031785414976321
77,Counter-Strike 2,2019-11-01,89,426080.81,12.962384302097398
78,Counter-Strike 2,2019-10-01,88,408995.31,12.921458967966528
79,Counter-Strike 2,2019-09-01,87,410925.6,12.92616745519412
80,Counter-Strike 2,2019-08-01,86,415097.3,12.936268229563218
81,Counter-Strike 2,2019-07-01,85,393782.83,12.883554843424024
82,Counter-Strike 2,2019-06-01,84,389376.72,12.872302585849571
83,Counter-Strike 2,2019-05-01,83,364417.31,12.806054945983957
84,Counter-Strike 2,2019-04-01,82,351989.92,12.77135781780657
85,Counter-Strike 2,2019-03-01,81,390240.16,12.874517623453762
86,Counter-Strike 2,2019-02-01,80,371358.96,12.824924420987324
87,Counter-Strike 2,2019-01-01,79,401366.87,12.902631175814514
88,Counter-Strike 2,2018-12-01,78,395509.26,12.887929479316515
89,Counter-Strike 2,2018-11-01,77,310085.43,12.644603119141118
90,Counter-Strike 2,2018-10-01,76,325907.82,12.694369859628294
91,Counter-Strike 2,2018-09-01,75,333163.99,12.7163901102052
92,Counter-Strike 2,2018-08-01,74,283531.31,12.555077836968902
93,Counter-Strike 2,2018-07-01,73,273307.26,12.518351935778485
94,Counter-Strike 2,2018-06-01,72,266862.24,12.494487849175595
95,Counter-Strike 2,2018-05-01,71,262170.88,12.476751783884746
96,Counter-Strike 2,2018-04-01,70,289076.7,12.574447329806645
97,Counter-Strike 2,2018-03-01,69,354270.33,12.777815544755933
98,Counter-Strike 2,2018-02-01,68,382457.1,12.85437176909593
99,Counter-Strike 2,2018-01-01,67,382030.53,12.853255805861131
100,Counter-Strike 2,2017-12-01,66,340876.88,12.739276635350869
101,Counter-Strike 2,2017-11-01,65,321131.4,12.679605664147413
102,Counter-Strike 2,2017-10-01,64,341861.26,12.742160261222768
103,Counter-Strike 2,2017-09-01,63,354402.09,12.77818739498687
104,Counter-Strike 2,2017-08-01,62,374425.69,12.833148637684564
105,Counter-Strike 2,2017-07-01,61,377589.04,12.841561687408507
106,Counter-Strike 2,2017-06-01,60,374388.04,12.833048078630895
107,Counter-Strike 2,2017-05-01,59,371829.34,12.82619026455028
108,Counter-Strike 2,2017-04-01,58,392199.19,12.87952512746943
109,Counter-Strike 2,2017-03-01,57,386908.72,12.86594407855817
110,Counter-Strike 2,2017-02-01,56,402385.71,12.905166385208673
111,Counter-Strike 2,2017-01-01,55,393109.53,12.881843554311207
112,Counter-Strike 2,2016-12-01,54,342195.7,12.743138074610258
113,Counter-Strike 2,2016-11-01,53,329045.26,12.703950588674903
114,Counter-Strike 2,2016-10-01,52,333076.46,12.716127352215938
115,Counter-Strike 2,2016-09-01,51,322525.89,12.68393869106554
116,Counter-Strike 2,2016-08-01,50,347229.25,12.757740503611593
117,Counter-Strike 2,2016-07-01,49,353777.56,12.776423633032113
118,Counter-Strike 2,2016-06-01,48,334311.06,12.719827155917162
119,Counter-Strike 2,2016-05-01,47,338738.39,12.732983377525983
120,Counter-Strike 2,2016-04-01,46,375795.87,12.836801376012874
121,Counter-Strike 2,2016-03-01,45,379426.95,12.846417367170645
122,Counter-Strike 2,2016-02-01,44,376285.02,12.838102167125843
123,Counter-Strike 2,2016-01-01,43,365371.09,12.808668801022042
124,Counter-Strike 2,2015-12-01,42,377447.11,12.841185731895195
125,Counter-Strike 2,2015-11-01,41,360925.88,12.79642789767472
126,Counter-Strike 2,2015-10-01,40,362766.09,12.801513525379569
127,Counter-Strike 2,2015-09-01,39,355905.33,12.78242004750303
128,Counter-Strike 2,2015-08-01,38,357535.24,12.786989209684732
129,Counter-Strike 2,2015-07-01,37,329532.38,12.70542989820273
130,Counter-Strike 2,2015-06-01,36,344156.01,12.748850350989443
131,Counter-Strike 2,2015-05-01,35,317286.29,12.66755976831758
132,Counter-Strike 2,2015-04-01,34,291748.74,12.58364823137341
133,Counter-Strike 2,2015-03-01,33,267996.31,12.498728490741488
134,Counter-Strike 2,2015-02-01,32,239934.64,12.388121831901339
135,Counter-Strike 2,2015-01-01,31,234070.68,12.363378400013586
136,Counter-Strike 2,2014-12-01,30,183589.5,12.120457565990659
137,Counter-Strike 2,2014-11-01,29,147329.07,11.900423935321468
138,Counter-Strike 2,2014-10-01,28,133537.7,11.802139113959658
139,Counter-Strike 2,2014-09-01,27,131034.68,11.783217299972165
140,Counter-Strike 2,2014-08-01,26,133185.79,11.79950034971585
141,Counter-Strike 2,2014-07-01,25,106138.0,11.572495413166855
142,Counter-Strike 2,2014-06-01,24,84163.62,11.340518040354477
143,Counter-Strike 2,2014-05-01,23,84925.02,11.34952402853067
144,Counter-Strike 2,2014-04-01,22,78880.53,11.275689708320881
145,Counter-Strike 2,2014-03-01,21,70143.33,11.158295999042817
146,Counter-Strike 2,2014-02-01,20,59791.37,10.99861661514313
147,Counter-Strike 2,2014-01-01,19,55627.35,10.926430265767165
148,Counter-Strike 2,2013-12-01,18,46788.27,10.753387809464385
149,Counter-Strike 2,2013-11-01,17,29890.52,10.305296652249439
150,Counter-Strike 2,2013-10-01,16,27902.14,10.236458667376931
151,Counter-Strike 2,2013-09-01,15,27678.91,10.228426030343531
152,Counter-Strike 2,2013-08-01,14,25961.85,10.164383431761186
153,Counter-Strike 2,2013-07-01,13,20492.52,9.927815220493526
154,Counter-Strike 2,2013-06-01,12,18119.84,9.80476274953591
155,Counter-Strike 2,2013-05-01,11,18710.34,9.836831591203506
156,Counter-Strike 2,2013-04-01,10,16006.0,9.680718930926991
157,Counter-Strike 2,2013-03-01,9,15959.89,9.677833978749472
158,Counter-Strike 2,2013-02-01,8,17372.73,9.762657014415852
159,Counter-Strike 2,2013-01-01,7,16164.22,9.690555436598194
160,Counter-Strike 2,2012-12-01,6,14079.39,9.552467304909891
161,Counter-Strike 2,2012-11-01,5,14134.1,9.556345596363736
162,Counter-Strike 2,2012-10-01,4,10739.48,9.281681949758493
163,Counter-Strike 2,2012-09-01,3,16000.75,9.68039087512332
164,Counter-Strike 2,2012-08-01,2,15475.39,9.647006299173844
165,Counter-Strike 2,2012-07-01,1,932.57,6.837944215724711
166,PUBG: BATTLEGROUNDS,2026-04-01,110,353167.38,12.77469738784101
167,PUBG: BATTLEGROUNDS,2026-03-01,109,327212.78,12.698365941627666
168,PUBG: BATTLEGROUNDS,2026-02-01,108,267134.96,12.49550927784118
169,PUBG: BATTLEGROUNDS,2026-01-01,107,290396.69,12.579003163796195
170,PUBG: BATTLEGROUNDS,2025-12-01,106,279406.47,12.54042288230138
171,PUBG: BATTLEGROUNDS,2025-11-01,105,277985.22,12.535323225791814
172,PUBG: BATTLEGROUNDS,2025-10-01,104,266558.99,12.49335084893783
173,PUBG: BATTLEGROUNDS,2025-09-01,103,278095.62,12.535720290367715
174,PUBG: BATTLEGROUNDS,2025-08-01,102,295503.96,12.596437516753726
175,PUBG: BATTLEGROUNDS,2025-07-01,101,303261.31,12.622350122071248
176,PUBG: BATTLEGROUNDS,2025-06-01,100,309892.01,12.643979160932977
177,PUBG: BATTLEGROUNDS,2025-05-01,99,305253.18,12.628896809609104
178,PUBG: BATTLEGROUNDS,2025-04-01,98,317441.03,12.668047347781043
179,PUBG: BATTLEGROUNDS,2025-03-01,97,345527.34,12.752827050752312
180,PUBG: BATTLEGROUNDS,2025-02-01,96,316776.38,12.665951378062008
181,PUBG: BATTLEGROUNDS,2025-01-01,95,307550.31,12.63639396260219
182,PUBG: BATTLEGROUNDS,2024-12-01,94,321097.93,12.679501433466978
183,PUBG: BATTLEGROUNDS,2024-11-01,93,315613.2,12.662272692174268
184,PUBG: BATTLEGROUNDS,2024-10-01,92,293349.98,12.589121646176059
185,PUBG: BATTLEGROUNDS,2024-09-01,91,298267.38,12.60574561152303
186,PUBG: BATTLEGROUNDS,2024-08-01,90,285247.47,12.561112398272194
187,PUBG: BATTLEGROUNDS,2024-07-01,89,293396.8,12.589281238019407
188,PUBG: BATTLEGROUNDS,2024-06-01,88,287498.52,12.568972991380205
189,PUBG: BATTLEGROUNDS,2024-05-01,87,271364.22,12.511217182761925
190,PUBG: BATTLEGROUNDS,2024-04-01,86,280853.22,12.545587463089797
191,PUBG: BATTLEGROUNDS,2024-03-01,85,281342.08,12.547326574474093
192,PUBG: BATTLEGROUNDS,2024-02-01,84,250314.93,12.430475124062863
193,PUBG: BATTLEGROUNDS,2024-01-01,83,249557.66,12.427445269678119
194,PUBG: BATTLEGROUNDS,2023-12-01,82,247012.55,12.417194424035943
195,PUBG: BATTLEGROUNDS,2023-11-01,81,206208.57,12.236643411292027
196,PUBG: BATTLEGROUNDS,2023-10-01,80,188670.82,12.147759082409179
197,PUBG: BATTLEGROUNDS,2023-09-01,79,181956.39,12.111522321961964
198,PUBG: BATTLEGROUNDS,2023-08-01,78,180372.9,12.102781653596756
199,PUBG: BATTLEGROUNDS,2023-07-01,77,163507.73,12.004615546489324
200,PUBG: BATTLEGROUNDS,2023-06-01,76,164443.43,12.010321899466131
201,PUBG: BATTLEGROUNDS,2023-05-01,75,183498.98,12.119964387878207
202,PUBG: BATTLEGROUNDS,2023-04-01,74,197736.31,12.194689654409201
203,PUBG: BATTLEGROUNDS,2023-03-01,73,203405.11,12.222954885191543
204,PUBG: BATTLEGROUNDS,2023-02-01,72,220871.5,12.305336363429667
205,PUBG: BATTLEGROUNDS,2023-01-01,71,203658.43,12.2241995067693
206,PUBG: BATTLEGROUNDS,2022-12-01,70,212290.36,12.2657102392181
207,PUBG: BATTLEGROUNDS,2022-11-01,69,183919.79,12.122255017635629
208,PUBG: BATTLEGROUNDS,2022-10-01,68,196558.88,12.188717309173128
209,PUBG: BATTLEGROUNDS,2022-09-01,67,195439.04,12.183003793926108
210,PUBG: BATTLEGROUNDS,2022-08-01,66,184372.52,12.1247135551383
211,PUBG: BATTLEGROUNDS,2022-07-01,65,177018.21,12.084007887619975
212,PUBG: BATTLEGROUNDS,2022-06-01,64,181187.81,12.107289396597352
213,PUBG: BATTLEGROUNDS,2022-05-01,63,200854.21,12.210334600483858
214,PUBG: BATTLEGROUNDS,2022-04-01,62,223541.44,12.31735208971898
215,PUBG: BATTLEGROUNDS,2022-03-01,61,226114.89,12.328798511913673
216,PUBG: BATTLEGROUNDS,2022-02-01,60,241174.46,12.393275850998204
217,PUBG: BATTLEGROUNDS,2022-01-01,59,242322.35,12.398024143574201
218,PUBG: BATTLEGROUNDS,2021-12-01,58,153670.81,11.94256799607082
219,PUBG: BATTLEGROUNDS,2021-11-01,57,141261.19,11.85836586710979
220,PUBG: BATTLEGROUNDS,2021-10-01,56,158437.88,11.973117871186854
221,PUBG: BATTLEGROUNDS,2021-09-01,55,167102.12,12.02636040151677
222,PUBG: BATTLEGROUNDS,2021-08-01,54,184828.4,12.127183106035892
223,PUBG: BATTLEGROUNDS,2021-07-01,53,186249.97,12.134844975167967
224,PUBG: BATTLEGROUNDS,2021-06-01,52,179338.27,12.097029077977968
225,PUBG: BATTLEGROUNDS,2021-05-01,51,184701.21,12.126494717329923
226,PUBG: BATTLEGROUNDS,2021-04-01,50,186110.65,12.134096668290075
227,PUBG: BATTLEGROUNDS,2021-03-01,49,193114.18,12.17103689917467
228,PUBG: BATTLEGROUNDS,2021-02-01,48,198957.52,12.20084661358255
229,PUBG: BATTLEGROUNDS,2021-01-01,47,201247.19,12.212289232450411
230,PUBG: BATTLEGROUNDS,2020-12-01,46,189233.58,12.150737403995231
231,PUBG: BATTLEGROUNDS,2020-11-01,45,179520.26,12.098043349622015
232,PUBG: BATTLEGROUNDS,2020-10-01,44,162585.64,11.998960157312709
233,PUBG: BATTLEGROUNDS,2020-09-01,43,169093.71,12.038208337269952
234,PUBG: BATTLEGROUNDS,2020-08-01,42,192492.61,12.167813042362686
235,PUBG: BATTLEGROUNDS,2020-07-01,41,211700.3,12.262926874221622
236,PUBG: BATTLEGROUNDS,2020-06-01,40,230329.74,12.347267213381135
237,PUBG: BATTLEGROUNDS,2020-05-01,39,243258.78,12.401881093949788
238,PUBG: BATTLEGROUNDS,2020-04-01,38,242847.28,12.400188047381745
239,PUBG: BATTLEGROUNDS,2020-03-01,37,228467.17,12.339147802845194
240,PUBG: BATTLEGROUNDS,2020-02-01,36,257584.32,12.45910240179449
241,PUBG: BATTLEGROUNDS,2020-01-01,35,275363.04,12.525845651477393
242,PUBG: BATTLEGROUNDS,2019-12-01,34,308445.45,12.639300283353753
243,PUBG: BATTLEGROUNDS,2019-11-01,33,305659.39,12.63022665639836
244,PUBG: BATTLEGROUNDS,2019-10-01,32,287133.41,12.5677022299412
245,PUBG: BATTLEGROUNDS,2019-09-01,31,311444.31,12.64897582113027
246,PUBG: BATTLEGROUNDS,2019-08-01,30,358530.96,12.789770295125653
247,PUBG: BATTLEGROUNDS,2019-07-01,29,352888.88,12.773908498824026
248,PUBG: BATTLEGROUNDS,2019-06-01,28,363083.37,12.802387756298492
249,PUBG: BATTLEGROUNDS,2019-05-01,27,385840.59,12.863179583872931
250,PUBG: BATTLEGROUNDS,2019-04-01,26,390100.9,12.87416070259283
251,PUBG: BATTLEGROUNDS,2019-03-01,25,417812.51,12.94278807021258
252,PUBG: BATTLEGROUNDS,2019-02-01,24,437959.1,12.98988080600306
253,PUBG: BATTLEGROUNDS,2019-01-01,23,497803.25,13.117960197620713
254,PUBG: BATTLEGROUNDS,2018-12-01,22,473541.26,13.06799432614352
255,PUBG: BATTLEGROUNDS,2018-11-01,21,418159.48,12.943618169842889
256,PUBG: BATTLEGROUNDS,2018-10-01,20,469141.74,13.05866021925392
257,PUBG: BATTLEGROUNDS,2018-09-01,19,542607.05,13.204140672119243
258,PUBG: BATTLEGROUNDS,2018-08-01,18,619320.48,13.336378155974069
259,PUBG: BATTLEGROUNDS,2018-07-01,17,688620.42,13.442445483818066
260,PUBG: BATTLEGROUNDS,2018-06-01,16,800668.23,13.5932019454916
261,PUBG: BATTLEGROUNDS,2018-05-01,15,876180.64,13.683327558705821
262,PUBG: BATTLEGROUNDS,2018-04-01,14,1107181.8,13.917328425849167
263,PUBG: BATTLEGROUNDS,2018-03-01,13,1295408.59,14.074336716865368
264,PUBG: BATTLEGROUNDS,2018-02-01,12,1391015.3,14.14554447012618
265,PUBG: BATTLEGROUNDS,2018-01-01,11,1584886.77,14.276023524255864
266,PUBG: BATTLEGROUNDS,2017-12-01,10,1436158.51,14.177482405506908
267,PUBG: BATTLEGROUNDS,2017-11-01,9,1334170.09,14.10382000107792
268,PUBG: BATTLEGROUNDS,2017-10-01,8,1086638.87,13.898599884593011
269,PUBG: BATTLEGROUNDS,2017-09-01,7,660192.74,13.40028710167309
270,PUBG: BATTLEGROUNDS,2017-08-01,6,389527.42,12.872689539761206
271,PUBG: BATTLEGROUNDS,2017-07-01,5,229701.7,12.344536789607574
272,PUBG: BATTLEGROUNDS,2017-06-01,4,139902.24,11.848699171962132
273,PUBG: BATTLEGROUNDS,2017-05-01,3,107441.6,11.584702723118996
274,PUBG: BATTLEGROUNDS,2017-04-01,2,69794.98,11.15331736639334
275,PUBG: BATTLEGROUNDS,2017-03-01,1,17551.14,9.772874184049337
276,Dota 2,2026-04-01,166,425918.58,12.962003480223897
277,Dota 2,2026-03-01,165,477855.57,13.077063811003915
278,Dota 2,2026-02-01,164,597009.82,13.29968884115068
279,Dota 2,2026-01-01,163,569324.18,13.252205287249929
280,Dota 2,2025-12-01,162,594289.94,13.295122593733776
281,Dota 2,2025-11-01,161,583743.77,13.277217415531421
282,Dota 2,2025-10-01,160,538998.03,13.197467194967944
283,Dota 2,2025-09-01,159,580820.63,13.272197261834355
284,Dota 2,2025-08-01,158,532355.19,13.185066195920363
285,Dota 2,2025-07-01,157,426672.67,12.963772417441204
286,Dota 2,2025-06-01,156,411123.31,12.926648472810973
287,Dota 2,2025-05-01,155,408987.68,12.921440312321867
288,Dota 2,2025-04-01,154,393173.22,12.882005557102541
289,Dota 2,2025-03-01,153,402851.23,12.906322616446305
290,Dota 2,2025-02-01,152,431748.69,12.975598961841033
291,Dota 2,2025-01-01,151,446491.16,13.009174880670448
292,Dota 2,2024-12-01,150,437635.69,12.989142085265108
293,Dota 2,2024-11-01,149,454956.21,13.02795645154331
294,Dota 2,2024-10-01,148,410681.51,12.925573278234816
295,Dota 2,2024-09-01,147,426811.67,12.964098141053729
296,Dota 2,2024-08-01,146,449798.09,13.016554072166635
297,Dota 2,2024-07-01,145,475393.65,13.071898476646115
298,Dota 2,2024-06-01,144,486674.34,13.095350472015397
299,Dota 2,2024-05-01,143,512919.2,13.147873606874418
300,Dota 2,2024-04-01,142,456550.81,13.031455276218797
301,Dota 2,2024-03-01,141,428918.55,12.969022319744576
302,Dota 2,2024-02-01,140,427922.41,12.966697173083084
303,Dota 2,2024-01-01,139,440229.36,12.995051142806284
304,Dota 2,2023-12-01,138,435517.65,12.98429060258204
305,Dota 2,2023-11-01,137,433727.63,12.980172035426216
306,Dota 2,2023-10-01,136,435620.98,12.98452783233383
307,Dota 2,2023-09-01,135,437273.4,12.988313907743928
308,Dota 2,2023-08-01,134,444319.24,13.004298592060229
309,Dota 2,2023-07-01,133,438510.22,12.991138397250257
310,Dota 2,2023-06-01,132,421336.42,12.951186890943362
311,Dota 2,2023-05-01,131,433220.69,12.979002553817951
312,Dota 2,2023-04-01,130,429226.47,12.969739960716764
313,Dota 2,2023-03-01,129,418744.49,12.945016203825888
314,Dota 2,2023-02-01,128,401847.04,12.903826797681173
315,Dota 2,2023-01-01,127,428296.61,12.967571248559297
316,Dota 2,2022-12-01,126,468545.02,13.057387469960645
317,Dota 2,2022-11-01,125,523684.06,13.168643842531107
318,Dota 2,2022-10-01,124,456302.65,13.03091157448136
319,Dota 2,2022-09-01,123,490724.86,13.103638883113838
320,Dota 2,2022-08-01,122,468466.87,13.057220663112162
321,Dota 2,2022-07-01,121,444594.56,13.004918044719878
322,Dota 2,2022-06-01,120,458143.51,13.034937754626759
323,Dota 2,2022-05-01,119,446916.9,13.010127950272768
324,Dota 2,2022-04-01,118,451826.77,13.02105413314208
325,Dota 2,2022-03-01,117,448723.6,13.014162386970503
326,Dota 2,2022-02-01,116,450200.14,13.017447518427621
327,Dota 2,2022-01-01,115,485791.43,13.093534654390076
328,Dota 2,2021-12-01,114,449297.37,13.015440241491152
329,Dota 2,2021-11-01,113,448860.53,13.014467494862869
330,Dota 2,2021-10-01,112,450761.44,13.01869352066585
331,Dota 2,2021-09-01,111,391082.08,12.876672740210353
332,Dota 2,2021-08-01,110,424980.17,12.959797787994468
333,Dota 2,2021-07-01,109,423156.18,12.955496609741692
334,Dota 2,2021-06-01,108,421509.96,12.951598686038103
335,Dota 2,2021-05-01,107,415144.96,12.936383039426191
336,Dota 2,2021-04-01,106,413784.97,12.93310172173929
337,Dota 2,2021-03-01,105,390412.76,12.87495981741318
338,Dota 2,2021-02-01,104,404832.13,12.911227766335205
339,Dota 2,2021-01-01,103,432671.65,12.977734405231303
340,Dota 2,2020-12-01,102,422552.32,12.954068552432055
341,Dota 2,2020-11-01,101,425904.83,12.961971196537302
342,Dota 2,2020-10-01,100,406361.36,12.914998091985982
343,Dota 2,2020-09-01,99,408609.78,12.920515896468345
344,Dota 2,2020-08-01,98,429717.12,12.970882410719483
345,Dota 2,2020-07-01,97,450213.99,13.017478282049693
346,Dota 2,2020-06-01,96,457184.42,13.032842133331783
347,Dota 2,2020-05-01,95,484189.02,13.090230646649053
348,Dota 2,2020-04-01,94,493300.27,13.108873334555959
349,Dota 2,2020-03-01,93,437147.36,12.988025625473794
350,Dota 2,2020-02-01,92,405978.65,12.91405585099427
351,Dota 2,2020-01-01,91,378925.43,12.84509471008842
352,Dota 2,2019-12-01,90,384179.76,12.85886584703354
353,Dota 2,2019-11-01,89,401931.8,12.90403770146738
354,Dota 2,2019-10-01,88,388355.86,12.869677363215086
355,Dota 2,2019-09-01,87,421971.24,12.952692439036952
356,Dota 2,2019-08-01,86,467148.29,13.054402023719915
357,Dota 2,2019-07-01,85,464787.61,13.04933582753804
358,Dota 2,2019-06-01,84,507528.44,13.137308027736797
359,Dota 2,2019-05-01,83,548523.18,13.214984818515493
360,Dota 2,2019-04-01,82,520218.98,13.162005117298028
361,Dota 2,2019-03-01,81,586505.85,13.281937921450476
362,Dota 2,2019-02-01,80,564909.67,13.244421121240837
363,Dota 2,2019-01-01,79,475747.0,13.072641479305618
364,Dota 2,2018-12-01,78,439367.83,12.993092222779492
365,Dota 2,2018-11-01,77,461073.48,13.041312701901859
366,Dota 2,2018-10-01,76,431173.91,12.974266791180526
367,Dota 2,2018-09-01,75,466470.74,13.052950574901546
368,Dota 2,2018-08-01,74,476101.08,13.07338546361104
369,Dota 2,2018-07-01,73,441714.35,12.998418685170995
370,Dota 2,2018-06-01,72,473900.0,13.06875160795568
371,Dota 2,2018-05-01,71,474325.87,13.069649853916074
372,Dota 2,2018-04-01,70,430340.94,12.972333057224432
373,Dota 2,2018-03-01,69,437262.35,12.988288637193238
374,Dota 2,2018-02-01,68,438847.72,12.991907752609707
375,Dota 2,2018-01-01,67,486861.91,13.095735809494759
376,Dota 2,2017-12-01,66,513074.33,13.148176006444485
377,Dota 2,2017-11-01,65,487381.24,13.09680192948583
378,Dota 2,2017-10-01,64,466126.79,13.052212957645375
379,Dota 2,2017-09-01,63,491450.16,13.105115809561921
380,Dota 2,2017-08-01,62,556496.3,13.229415800978419
381,Dota 2,2017-07-01,61,498444.38,13.119247287434934
382,Dota 2,2017-06-01,60,555289.07,13.22724410398178
383,Dota 2,2017-05-01,59,567526.42,13.24904258232012
384,Dota 2,2017-04-01,58,540278.03,13.199839156410556
385,Dota 2,2017-03-01,57,548435.44,13.214824848944012
386,Dota 2,2017-02-01,56,591567.25,13.290530649936215
387,Dota 2,2017-01-01,55,580281.47,13.271268557909435
388,Dota 2,2016-12-01,54,593920.6,13.294500919376476
389,Dota 2,2016-11-01,53,584251.33,13.278086528821278
390,Dota 2,2016-10-01,52,639355.14,13.368215353622029
391,Dota 2,2016-09-01,51,622583.9,13.341633677355576
392,Dota 2,2016-08-01,50,666013.05,13.40906454392515
393,Dota 2,2016-07-01,49,638212.65,13.36642681400245
394,Dota 2,2016-06-01,48,640226.98,13.369578048710192
395,Dota 2,2016-05-01,47,623798.67,13.343582951059947
396,Dota 2,2016-04-01,46,656944.37,13.395354621126861
397,Dota 2,2016-03-01,45,672554.89,13.418839007945177
398,Dota 2,2016-02-01,44,709178.26,13.47186219845402
399,Dota 2,2016-01-01,43,612174.78,13.3247731089572
400,Dota 2,2015-12-01,42,573344.25,13.259241600637928
401,Dota 2,2015-11-01,41,539536.33,13.198465401542832
